long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_jensenii Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Gemella g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
0.000000e+00 1.638750e+08 3.689335e+07 1.053707e+04 5.669852e-01 4.949895e+06 5.761279e-15 1.703496e-15 1.646996e-15 3.356756e-02 5.421344e-13 3.596204e-13 7.879345e+00 6.908065e-08
1.000000e+00 7.845946e+07 9.150950e+06 1.053642e+04 5.669729e-01 3.631896e+06 6.353361e-15 1.733312e-15 1.713971e-15 3.371523e-02 5.421358e-13 4.857206e-14 6.702473e+02 6.908153e-08
2.000000e+00 1.151014e+08 5.827208e+07 1.053854e+04 5.671059e-01 4.957582e+06 4.062885e-15 1.314169e-15 1.292242e-15 5.604448e-03 5.421392e-13 6.442879e-15 7.910970e+03 6.908112e-08
3.000000e+00 1.612073e+08 1.613532e+08 1.053609e+04 5.669305e-01 7.994243e+06 1.737015e-14 2.181095e-15 2.663300e-15 2.457691e-03 5.421361e-13 1.295378e-08 2.108361e-05 6.908054e-08
4.000000e+00 1.327367e+08 3.222561e+08 1.053828e+04 5.670728e-01 4.284678e+06 1.326954e-14 1.794986e-15 2.224111e-15 6.958405e-03 5.421451e-13 7.348832e-07 1.704497e-05 6.908095e-08
5.000000e+00 1.254810e+08 1.617366e+08 1.053519e+04 5.668825e-01 3.258506e+06 1.095020e-13 3.298662e-15 5.902594e-15 4.353661e-02 5.421360e-13 8.071523e-13 3.157646e-05 6.908118e-08
6.000000e+00 5.031937e+08 2.884615e+09 1.053778e+04 5.670258e-01 4.095138e+06 9.239993e-14 2.862974e-15 5.235084e-15 8.908203e-03 5.421398e-13 7.348832e-07 1.949023e-14 6.908072e-08
7.000000e+00 1.076806e+08 2.887813e+08 1.053447e+04 5.668430e-01 3.397146e+06 2.191309e-12 6.131466e-15 2.053931e-14 3.835786e-03 5.421366e-13 1.295471e-08 6.290196e-11 6.908112e-08
8.000000e+00 2.032611e+08 1.109987e+09 1.053701e+04 5.669651e-01 3.406680e+06 1.964614e-12 5.520330e-15 1.893010e-14 1.169600e-02 5.421334e-13 6.443772e-15 1.948268e-14 6.908084e-08
9.000000e+00 2.196873e+08 4.656458e+08 1.053457e+04 5.672766e-01 4.725112e+06 2.410715e-10 1.461616e-14 1.324368e-13 5.952128e-03 5.421344e-13 8.074744e-13 6.290187e-11 6.908142e-08
1.000000e+01 1.548028e+08 4.889166e+08 1.053602e+04 5.669118e-01 3.172936e+06 2.245934e-10 1.351021e-14 1.252229e-13 1.432140e-02 5.421332e-13 6.438849e-15 1.949019e-14 6.908134e-08
1.100000e+01 3.399314e+07 8.273810e+06 1.053325e+04 5.672373e-01 4.806113e+06 3.475015e-07 4.758751e-14 2.035885e-12 7.413106e-02 5.421361e-13 8.071524e-13 2.940834e-05 6.908104e-08
1.200000e+01 4.319776e+07 1.265774e+07 1.053483e+04 5.668864e-01 3.920969e+06 3.318685e-07 4.484878e-14 1.958806e-12 1.812748e-02 5.421384e-13 6.438849e-15 1.524542e-05 6.908183e-08
1.300000e+01 4.946035e+07 1.387479e+07 1.055012e+04 5.672258e-01 2.637404e+06 7.268599e-08 2.308240e-13 1.308881e-15 8.205893e-03 5.421337e-13 8.074608e-13 6.288643e-11 6.908131e-08
1.400000e+01 3.371444e+06 3.012156e+05 1.053428e+04 5.668888e-01 4.527796e+06 2.930665e-04 2.207475e-13 3.314851e-12 2.350593e-02 5.421384e-13 6.443564e-15 1.524542e-05 6.908192e-08
1.500000e+01 3.712631e+07 6.525334e+06 1.053373e+04 5.667834e-01 4.727145e+06 3.421147e-05 1.874559e-12 7.269676e-12 1.402113e-02 5.421360e-13 8.605743e-09 2.941516e-05 6.908131e-08
1.600000e+01 1.427640e+07 8.550244e+06 1.053444e+04 5.669002e-01 4.394293e+06 6.886896e-03 1.813241e-12 6.518406e-13 2.845974e-02 5.421330e-13 3.356393e-07 1.949728e-14 6.908165e-08
1.700000e+01 3.396105e+07 6.333218e+05 1.053244e+04 5.667672e-01 6.181318e+06 2.445719e-04 2.273688e-14 2.014773e-12 1.306518e-01 5.421340e-13 1.145194e-08 1.417153e-05 6.908084e-08
