long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_jensenii Gardnerella_vaginalis g_Megasphaera g_Gemella g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
5.800000e+01 4.831185e+04 2.500141e-16 7.777760e-16 1.824145e+05 5.969353e+03 1.516506e+04 1.437120e+03 6.645731e+04 5.517811e-01 3.207611e-01 8.007363e+02 6.620135e-06
5.900000e+01 3.480078e+04 2.393202e-16 7.777548e-16 1.824140e+05 5.371638e+03 1.516501e+04 2.877636e+02 5.096853e+04 5.727055e+00 5.242972e-01 6.769395e+02 2.590000e-05
6.000000e+01 4.321701e+04 2.402155e-16 7.777784e-16 1.824145e+05 5.419659e+03 1.516504e+04 3.786960e+03 6.035614e+04 1.354561e+00 2.301208e-08 6.878326e+02 3.965942e-06
6.100000e+01 3.791537e+04 2.334698e-16 7.777590e-16 1.824144e+05 5.371638e+03 1.516503e+04 1.334228e+04 5.171727e+04 9.552295e+00 5.725395e-08 6.769395e+02 1.694146e-05
6.200000e+01 3.232978e+04 2.349621e-16 7.777857e-16 1.824145e+05 5.053017e+03 1.516504e+04 1.658601e+03 4.849758e+04 1.499063e-05 1.826210e-05 5.947509e+02 8.426921e-07
6.300000e+01 4.127988e+04 2.303218e-16 7.777718e-16 1.824146e+05 5.371638e+03 1.516506e+04 7.001375e+04 5.274073e+04 1.894518e-03 6.565714e-15 6.769395e+02 7.059495e-06
6.400000e+01 4.289727e+04 2.292878e-16 7.777778e-16 1.824146e+05 5.371638e+03 1.516507e+04 2.791790e+04 5.316089e+04 5.731667e-07 2.345058e-15 6.769395e+02 3.998246e-06
6.500000e+01 4.457804e+04 2.282584e-16 7.777753e-16 1.824146e+05 5.371638e+03 1.516507e+04 1.113223e+04 5.358440e+04 1.888712e-10 8.375778e-16 6.769395e+02 2.264464e-06
6.600000e+01 3.553423e+04 2.299127e-16 7.777938e-16 1.824146e+05 4.809671e+03 1.516510e+04 2.007922e-07 6.740706e+04 5.866825e-08 1.731565e-15 6.394399e+02 5.532872e-05
6.700000e+01 4.769612e+04 2.267962e-16 7.777743e-16 1.824147e+05 5.371638e+03 1.516509e+04 1.635593e-03 5.495409e+04 2.506861e-14 2.734457e-16 6.769395e+02 9.705907e-07
6.800000e+01 4.910818e+04 2.263596e-16 7.777755e-16 1.824151e+05 5.371638e+03 1.516511e+04 6.026552e-10 5.591336e+04 8.726682e-15 2.499456e-16 6.769395e+02 7.345325e-07
6.900000e+01 2.009313e+04 2.290126e-16 7.777977e-16 1.824146e+05 2.077258e+04 1.516506e+04 4.438966e+03 3.588939e+04 4.508251e-12 3.072003e-16 2.458524e+03 4.702805e-05
