long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Gemella g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
0.000000e+00 4.503827e+07 1.096909e-15 1.442251e-15 1.732420e+08 4.937683e+07 1.463800e+07 5.217161e+07 8.118560e+07 8.747879e+06 2.886980e+05 7.469160e+06 1.508800e+06
1.000000e+00 3.400282e+07 2.307319e-16 1.442252e-15 1.666340e+08 6.210885e+07 9.285745e+06 3.508393e+07 6.811262e+07 1.017881e+07 2.500831e+06 6.557624e+06 1.825403e+06
2.000000e+00 3.796340e+07 2.307318e-16 1.442254e-15 2.060120e+08 5.836992e+07 1.365604e+07 6.428485e+07 9.237385e+07 9.782555e+06 1.480991e+06 1.529336e+07 2.499793e+06
3.000000e+00 3.668490e+07 2.307320e-16 1.442256e-15 1.741753e+08 4.448238e+07 1.134170e+07 7.626148e+07 7.935811e+07 6.262031e+06 2.790761e+05 2.029725e+07 4.470186e+06
4.000000e+00 2.604976e+07 6.594515e-12 1.442260e-15 1.200143e+08 3.672115e+07 7.991218e+06 2.814874e+07 4.722069e+07 4.290122e+06 3.148552e+03 8.041407e+06 2.366688e+06
5.000000e+00 2.538013e+07 8.365350e-11 1.441594e-15 1.410328e+08 3.547765e+07 1.000359e+07 7.332459e+07 6.658255e+07 3.808161e+06 1.265189e+03 1.981024e+07 7.919510e+06
6.000000e+00 2.064354e+07 3.002387e-05 1.441599e-15 1.092041e+08 2.764189e+07 7.902999e+06 4.603722e+07 5.276938e+07 2.543325e+06 1.374905e+01 7.656111e+06 8.560185e+06
7.000000e+00 1.672194e+07 1.055974e+01 1.441604e-15 8.453503e+07 2.153678e+07 6.243496e+06 2.890471e+07 4.182188e+07 1.698589e+06 1.541201e-01 3.282394e+06 9.252689e+06
8.000000e+00 1.391707e+07 1.064150e+01 1.442280e-15 1.354152e+08 2.360213e+07 9.970597e+06 9.323623e+07 7.876070e+07 6.553791e+06 2.995169e-10 5.420526e+06 1.827360e+07
9.000000e+00 1.260938e+07 9.005672e+05 1.442286e-15 6.754421e+07 2.078081e+07 4.564598e+06 2.354099e+07 3.273448e+07 1.454678e+06 1.209376e-06 2.046025e+06 1.167911e+07
1.000000e+01 1.080358e+07 2.365984e+05 1.442293e-15 7.696551e+07 1.692164e+07 5.479807e+06 4.427796e+07 3.990000e+07 3.267293e+06 6.893771e-12 5.953970e+06 1.660226e+07
1.100000e+01 8.628976e+06 1.284105e+00 1.442301e-15 7.414707e+07 1.168382e+07 5.908321e+06 4.625166e+07 4.073576e+07 2.899446e+06 8.463476e-14 1.954039e+06 2.109256e+07
1.200000e+01 7.847129e+06 3.223131e-02 1.441639e-15 7.955029e+07 1.590004e+07 5.657734e+06 4.656115e+07 4.326715e+07 3.295751e+06 2.529318e-15 4.099580e+06 2.217010e+07
1.300000e+01 7.028251e+06 2.730353e-09 1.441648e-15 7.546804e+07 1.369245e+07 5.736536e+06 4.187570e+07 4.156052e+07 2.733913e+06 1.115646e-15 1.841637e+06 2.348622e+07
1.400000e+01 8.723193e+06 4.732466e-11 1.442327e-15 9.731863e+07 1.623671e+07 7.718197e+06 7.217870e+07 5.082004e+07 4.941762e+06 9.733006e-16 6.441078e+06 2.245836e+07
1.500000e+01 5.262828e+06 2.490661e-16 1.442337e-15 6.150327e+07 7.705470e+06 4.725062e+06 2.297903e+07 2.860317e+07 1.721863e+06 5.133442e-16 5.932218e+05 8.624183e+06
