long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Gemella g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
1.600000e+01 5.835368e+06 2.397387e-16 1.441677e-15 7.577901e+07 9.692274e+06 6.633476e+06 4.184280e+07 3.824327e+07 3.068764e+06 3.225501e-16 2.075462e+06 1.252426e+07
1.700000e+01 5.333248e+06 2.397387e-16 1.441688e-15 7.234404e+07 7.956348e+06 6.474325e+06 3.033887e+07 3.389430e+07 2.733107e+06 2.956137e-16 6.884303e+05 6.357452e+06
1.800000e+01 9.849909e+06 2.792351e-16 1.442370e-15 7.190705e+07 1.142753e+07 4.130126e+06 1.806814e+07 3.552708e+07 1.941176e+06 3.207195e-16 2.154166e+06 8.084045e+06
1.900000e+01 5.794108e+06 2.307325e-16 1.441711e-15 6.579382e+07 6.889118e+06 5.049260e+06 1.403631e+07 2.876566e+07 1.879729e+06 2.602641e-16 5.885100e+05 2.745080e+06
2.000000e+01 9.924528e+06 1.302706e-03 1.442394e-15 8.428109e+07 8.542467e+06 3.689411e+06 7.183828e+06 3.322203e+07 1.604110e+06 2.739441e-16 1.219274e+05 1.978485e+06
2.100000e+01 1.630032e+07 1.798637e-05 1.442407e-15 1.485007e+08 2.166969e+07 9.804848e+06 2.894663e+07 7.214685e+07 8.777677e+06 2.770861e-16 7.629140e+06 7.682469e+06
2.200000e+01 1.037296e+07 8.742907e+04 1.442421e-15 8.558805e+07 7.606090e+06 3.698125e+06 1.073309e+07 3.511869e+07 2.822167e+06 3.164355e-16 1.347138e+06 2.970696e+06
2.300000e+01 1.696783e+07 2.388825e+06 1.442436e-15 1.254837e+08 1.736670e+07 4.152127e+06 2.096114e+07 4.804770e+07 8.446952e+06 4.444068e-16 3.925701e+07 5.668931e+06
2.400000e+01 2.411967e+07 5.239881e+06 1.442453e-15 1.682094e+08 1.174054e+07 5.905408e+06 4.429010e+07 6.668728e+07 1.062434e+07 1.001390e-15 3.071946e+07 6.547693e+06
2.500000e+01 1.942184e+07 1.309125e+06 1.442470e-15 1.257743e+08 6.173018e+06 3.965226e+06 1.383430e+07 4.255801e+07 8.176887e+06 1.008668e-14 1.446859e+07 4.123736e+06
2.600000e+01 2.484739e+07 2.343925e+06 1.441817e-15 1.496122e+08 7.572703e+06 4.369220e+06 1.916952e+07 5.068189e+07 4.872839e+06 1.717980e-14 1.460319e+07 4.300374e+06
2.700000e+01 2.187628e+07 5.148087e+05 1.441835e-15 1.181598e+08 3.432984e+06 3.259986e+06 9.020200e+06 3.560405e+07 2.713832e+06 1.827385e-13 4.842140e+06 2.222140e+06
2.800000e+01 1.918898e+07 1.167205e+05 1.441853e-15 9.344714e+07 1.556298e+06 2.432358e+06 4.244447e+06 2.501187e+07 1.511416e+06 1.915251e-12 1.766203e+06 1.148250e+06
2.900000e+01 1.675421e+07 2.722854e+04 1.441871e-15 7.364234e+07 7.055268e+05 1.814844e+06 1.997220e+06 1.757085e+07 8.417532e+05 1.984573e-11 6.956994e+05 5.933373e+05
3.000000e+01 4.236365e+07 1.966360e+06 1.442560e-15 1.442490e+08 2.389000e+05 3.092695e+06 2.065733e+07 3.172184e+07 1.706822e+07 8.798485e-03 7.540348e+06 4.265024e+05
3.100000e+01 1.896558e+07 8.944907e+04 1.441909e-15 6.886841e+07 1.291103e+05 1.423690e+06 2.452076e+06 1.274522e+07 1.815427e+06 2.401072e-05 1.428860e+06 1.860457e+05
3.200000e+01 2.046595e+07 2.955229e+05 1.442599e-15 5.348527e+07 1.019972e+04 4.009988e+05 1.295874e+06 5.185947e+06 1.332770e+06 5.751426e-05 2.664385e+06 4.531660e+03
3.300000e+01 3.051492e+07 1.156597e+06 1.442619e-15 5.703825e+07 2.141512e+03 2.329602e+05 1.965607e+06 3.887632e+06 2.092979e+06 2.247584e-02 4.267603e+06 8.536927e+01
3.400000e+01 3.315937e+07 9.692184e+06 1.442640e-15 5.800634e+07 8.702102e+01 9.560769e+04 7.779909e+05 2.464838e+06 1.128599e+06 1.179296e-05 1.841428e+06 1.084087e-02
3.500000e+01 2.741426e+07 1.236527e+06 1.425440e-15 4.246060e+07 7.379088e-01 1.470937e+04 9.507864e+04 1.217134e+06 1.881435e+05 5.784737e-01 6.225903e+05 2.356667e+02
3.600000e+01 3.975923e+07 1.623491e+07 1.441988e-15 3.181896e+07 6.726515e-02 3.138797e+03 2.132772e+04 3.837074e+05 3.646013e+04 9.034732e-09 1.162266e+05 1.153526e-05
3.700000e+01 3.821971e+07 5.840856e+06 1.441985e-15 2.302481e+07 3.073418e-04 3.467284e+02 2.184409e+03 1.379661e+05 4.482666e+03 1.469868e-09 3.434200e+04 3.859580e-06
3.800000e+01 5.619565e+07 1.991690e+08 1.442653e-15 3.660440e+07 3.238961e-03 4.023638e+00 2.740451e+00 6.678321e+04 2.031071e+01 2.863691e-05 6.343123e+05 2.385387e-12
3.900000e+01 2.289755e+07 2.625536e+06 1.442651e-15 1.016205e+07 6.951832e-11 1.471992e-02 2.201628e-06 4.927143e+03 2.444152e-04 3.982953e-15 4.472389e+03 2.002568e-08
4.000000e+01 5.923632e+07 2.918180e+08 1.442650e-15 4.417547e+07 8.529123e-08 1.026265e+02 3.290562e-03 2.507343e+03 1.882911e+02 2.741880e-08 7.375745e-02 9.617215e-12
4.100000e+01 3.987798e+07 2.687736e+07 1.441979e-15 1.995518e+07 1.981478e-11 3.060065e-03 5.394629e-12 5.186642e+02 1.389172e-05 2.094512e-13 8.431148e-07 2.291323e-14
4.200000e+01 2.681025e+07 3.287737e+07 1.442650e-15 1.820896e+07 6.486659e-12 1.646862e+02 2.204739e-12 3.189059e+00 9.542452e-13 5.119574e-14 7.659715e-10 9.861122e-15
4.300000e+01 2.610257e+07 1.273647e+06 1.442651e-15 2.947864e+07 3.472526e-13 1.458243e-01 1.913254e-13 4.511164e-02 2.663846e-07 2.435242e-15 3.481078e-16 1.582237e-15
4.400000e+01 4.854828e+07 4.777645e+06 1.442653e-15 4.288968e+07 8.379224e-14 1.476131e+01 3.827971e-11 8.734170e+01 2.304774e-11 8.001256e-16 5.128140e-16 7.018488e-16
4.500000e+01 2.534145e+07 8.398754e+03 1.441985e-15 3.680785e+07 1.490893e-14 5.815838e+03 3.924446e-10 3.670596e-03 4.973131e-14 3.654914e-16 3.390560e-16 3.663476e-16
4.600000e+01 6.688197e+07 3.846939e+05 1.442659e-15 9.363267e+07 3.537741e-14 3.821116e+04 2.128593e-15 3.195793e-05 8.905376e-13 3.394449e-16 5.128678e-16 3.327182e-16
4.700000e+01 2.716942e+07 2.815475e+04 1.442663e-15 4.768502e+07 5.293481e-14 1.346228e+05 6.035785e-08 7.099503e-01 4.666564e-11 2.740880e-16 3.599818e-16 2.717758e-16
4.800000e+01 6.599153e+07 5.534552e+06 1.442668e-15 1.310468e+08 2.217086e-13 1.009870e+06 2.383184e-09 1.461853e+01 4.479952e-05 2.516320e-16 2.876395e-05 2.464518e-16
4.900000e+01 6.992027e+07 1.192236e+06 1.442674e-15 1.513280e+08 3.277208e-12 3.011945e+06 4.086449e-04 2.580460e-01 1.283140e-04 2.424228e-16 7.946492e-05 2.344284e-16
5.000000e+01 8.267889e+07 1.081521e+07 1.442681e-15 1.785729e+08 5.316097e-16 3.777255e+06 3.663756e-05 2.208285e+02 5.304955e+01 2.384501e-16 2.303386e+06 2.284203e-16
5.100000e+01 1.208898e+08 8.563952e+06 1.442689e-15 3.042654e+08 3.357794e-12 7.080002e+06 1.427772e+03 3.990917e+04 9.892768e+05 2.367270e-16 9.805513e+06 2.253503e-16
5.200000e+01 1.283717e+08 8.225883e+06 1.442698e-15 2.846698e+08 2.345228e-13 6.404532e+06 9.384283e+04 5.323858e+05 3.807341e+06 2.360285e-16 7.466191e+06 2.237653e-16
5.300000e+01 1.399076e+08 3.347875e+06 1.442709e-15 3.509728e+08 5.799493e-14 8.212069e+06 3.234706e+06 4.339821e+06 5.241411e+07 2.358718e-16 1.086970e+07 2.229436e-16
5.400000e+01 1.303624e+08 2.995652e+06 1.442720e-15 3.491383e+08 3.957021e-14 8.182621e+06 8.289408e+06 1.428410e+07 1.243803e+08 2.361673e-16 1.668797e+07 2.225181e-16
5.500000e+01 1.510461e+08 2.654746e+06 1.442732e-15 3.730925e+08 7.073348e-14 9.139546e+06 1.342545e+07 3.351818e+07 1.977182e+08 2.372237e-16 1.106164e+07 2.223006e-16
5.600000e+01 1.495777e+08 2.093996e+06 1.442745e-15 3.812280e+08 3.927922e-13 9.655771e+06 1.356242e+07 5.294437e+07 1.974925e+08 2.405037e-16 1.652257e+07 2.221964e-16
5.700000e+01 1.380363e+08 3.477292e+06 1.442088e-15 3.535504e+08 6.798235e-13 8.313875e+06 1.127051e+07 7.463757e+07 1.893884e+08 2.352674e-16 1.365023e+07 2.221110e-16
5.800000e+01 1.156841e+08 2.068603e+06 1.442774e-15 2.802428e+08 1.485755e-10 8.311386e+06 7.647395e+06 6.784062e+07 1.239304e+08 2.405053e-16 6.565130e+06 2.220982e-16
5.900000e+01 1.541000e+08 4.832208e+06 1.442789e-15 3.828039e+08 2.374752e-08 1.104993e+07 2.059768e+07 1.175800e+08 2.027264e+08 2.372277e-16 1.152792e+07 2.220714e-16
6.000000e+01 1.290406e+08 3.858247e+06 1.442805e-15 2.997131e+08 1.380838e-10 9.159277e+06 1.188321e+07 9.679360e+07 1.648754e+08 2.361764e-16 1.200693e+07 2.220585e-16
6.100000e+01 1.192848e+08 3.103692e+06 1.442823e-15 2.519669e+08 6.679689e-04 8.993977e+06 1.295927e+07 9.471517e+07 9.521222e+07 2.358923e-16 6.314069e+06 2.220519e-16
6.200000e+01 1.359486e+08 2.097841e+07 1.442841e-15 2.654554e+08 9.745630e-07 1.093869e+07 1.286470e+07 1.032167e+08 6.949072e+07 2.360741e-16 1.304708e+07 2.220485e-16
6.300000e+01 1.011176e+08 5.431133e+06 1.425389e-15 2.044098e+08 1.298686e-05 1.008038e+07 1.061984e+07 8.214596e+07 4.842141e+07 2.368293e-16 7.007679e+06 2.220469e-16
6.400000e+01 1.072356e+08 2.081496e+07 1.442854e-15 1.941788e+08 1.301888e-06 8.633503e+06 8.673944e+06 7.878738e+07 2.753124e+07 2.386801e-16 2.745977e+06 2.220463e-16
6.500000e+01 1.089067e+08 9.343416e+06 1.442849e-15 1.784449e+08 4.161318e-04 9.305148e+06 6.931333e+06 7.086717e+07 1.688374e+07 2.429431e-16 3.698023e+06 2.220463e-16
6.600000e+01 9.883040e+07 3.277293e+07 1.442844e-15 1.918744e+08 1.444819e-10 1.112150e+07 1.007349e+07 8.338318e+07 2.222337e+07 2.528198e-16 3.838488e+06 2.220472e-16
6.700000e+01 5.652745e+07 5.538951e+06 1.442841e-15 9.950002e+07 3.582346e-08 5.280934e+06 3.306024e+06 3.485566e+07 7.850447e+06 2.767846e-16 1.837583e+06 2.220492e-16
6.800000e+01 8.498051e+07 3.018241e+07 1.442839e-15 1.638853e+08 5.998041e-10 1.108159e+07 8.639373e+06 6.735104e+07 1.877561e+07 3.441229e-16 2.169455e+06 2.220537e-16
6.900000e+01 7.895212e+07 2.581596e+06 1.442838e-15 1.482222e+08 2.743984e-10 7.942267e+06 4.715142e+06 6.432917e+07 1.461604e+07 6.972922e-16 7.491017e+05 2.220659e-16
