long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_jensenii Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Gemella g_Leptotrichia g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
0.000000e+00 1.479540e+09 1.050337e+02 2.529984e-06 2.947493e-13 2.532812e+09 7.849240e+08 5.179684e+04 4.604938e-16 5.763035e+07 1.475380e+09 6.969531e+02 5.858936e-02 5.179237e+07 5.882853e+04
1.000000e+00 3.619558e+07 3.339830e+01 4.043985e-06 2.935981e-13 9.379967e+07 3.175603e+07 1.523779e+04 4.575421e-16 1.071244e+06 6.403480e+07 8.137228e+01 5.858870e-02 1.342629e+07 3.900077e+03
2.000000e+00 7.308725e+08 3.342168e+01 2.178915e-06 2.983446e-13 7.668916e+08 5.030355e+08 1.597874e+04 4.550842e-16 9.591460e+06 3.436958e+08 1.319600e+02 5.858874e-02 1.593281e+07 5.055694e+03
3.000000e+00 1.952579e+09 3.094021e+01 3.908325e-06 3.092219e-13 2.274461e+09 1.221691e+09 1.553936e+04 4.531058e-16 3.090136e+07 8.874360e+08 1.462787e+02 5.858936e-02 2.227776e+07 4.355249e+03
4.000000e+00 1.111985e+09 1.810829e+01 2.066830e-06 3.268661e-13 1.679583e+09 5.861500e+08 1.020012e+06 4.515952e-16 2.181662e+07 7.701706e+08 1.759639e+03 5.858937e-02 1.964770e+07 7.357866e+02
5.000000e+00 1.941571e+09 1.515646e+01 2.099598e-06 3.523810e-13 3.181962e+09 6.710404e+08 2.045683e+04 4.505436e-16 3.847520e+07 1.315672e+09 3.061289e+02 5.858877e-02 2.497450e+07 2.926840e+02
6.000000e+00 1.436937e+09 8.250934e+00 1.997553e-06 3.874599e-13 2.212320e+09 2.080220e+08 2.532369e+04 4.499445e-16 2.243054e+07 9.472622e+08 6.194623e+02 5.858939e-02 2.616438e+07 2.578980e+01
7.000000e+00 1.105846e+09 4.063703e+00 3.318142e-06 4.345841e-13 2.174871e+09 1.796928e+08 3.737836e+04 4.497939e-16 2.520694e+07 9.919679e+08 1.119138e+03 5.858878e-02 2.568394e+07 8.241749e-01
8.000000e+00 9.725792e+08 4.259999e+01 3.144464e-06 4.973308e-13 1.968658e+09 1.336172e+08 3.884617e+04 4.500901e-16 1.591975e+07 8.517149e+08 1.502281e+03 5.858878e-02 2.598965e+07 3.421973e+01
9.000000e+00 1.640046e+09 2.475950e+01 3.029407e-06 5.808494e-13 2.739100e+09 8.729416e+07 4.517771e+04 4.508336e-16 1.761051e+07 1.126540e+09 2.007282e+03 5.858943e-02 2.880482e+07 1.928547e-03
1.000000e+01 1.121861e+09 1.055668e+00 2.966904e-06 1.053028e-13 2.763735e+09 3.113235e+08 4.429785e+04 4.520274e-16 2.038475e+07 1.155365e+09 2.445872e+03 5.858883e-02 2.873517e+07 3.512312e-01
1.100000e+01 9.298474e+08 7.822912e-01 2.953724e-06 7.399133e-13 1.967559e+09 1.821189e+08 3.743994e+04 4.536767e-16 1.393133e+07 8.325927e+08 2.480942e+03 5.858882e-02 2.897243e+07 2.399656e-01
1.200000e+01 1.115508e+09 1.052551e+01 2.989182e-06 8.075822e-13 2.944123e+09 5.186947e+08 3.622961e+04 4.557891e-16 2.124955e+07 1.398276e+09 2.509326e+03 5.858947e-02 2.933528e+07 2.489567e+00
1.300000e+01 8.665966e+08 6.008216e-01 1.754634e-06 9.006959e-13 2.928513e+09 6.277248e+08 3.056121e+04 4.583745e-16 4.243763e+07 1.520936e+09 2.496510e+03 5.858888e-02 3.499434e+07 1.672053e-01
1.400000e+01 7.128720e+08 8.466581e+00 1.738716e-06 1.026754e-12 2.016362e+09 6.260384e+08 2.206516e+04 4.614456e-16 3.224281e+07 1.142890e+09 1.935350e+03 5.858888e-02 2.988429e+07 4.821980e+00
1.500000e+01 4.102668e+08 5.203498e-01 1.719482e-06 1.196723e-12 1.713959e+09 5.353123e+08 1.547269e+04 4.650175e-16 4.581059e+07 1.148809e+09 1.436988e+03 5.858885e-02 3.096438e+07 8.991139e+01
1.600000e+01 5.054430e+08 1.079115e+01 2.971059e-06 1.426703e-12 2.307095e+09 7.838099e+08 1.058308e+04 4.691082e-16 6.567853e+07 1.478583e+09 9.567183e+02 5.858951e-02 3.477726e+07 6.611104e+02
1.700000e+01 4.369855e+08 8.411907e-01 2.925121e-06 2.971529e-13 1.806115e+09 5.987224e+08 6.718040e+03 4.737386e-16 7.324349e+07 1.232336e+09 4.943825e+02 5.858887e-02 3.194903e+07 1.746797e+03
1.800000e+01 3.984310e+08 1.069596e+00 1.642963e-06 1.907181e-12 1.636642e+09 5.794479e+08 3.388496e+03 4.789330e-16 6.519926e+07 9.915049e+08 1.842245e+02 5.858888e-02 3.067874e+07 2.330461e+03
1.900000e+01 3.205608e+08 1.219906e+00 1.618430e-06 2.140248e-12 1.464136e+09 5.258892e+08 1.628179e+03 4.847189e-16 4.787747e+07 7.314876e+08 4.962801e+01 5.858889e-02 3.063015e+07 1.676990e+03
2.000000e+01 1.158610e+08 1.071480e+00 2.758798e-06 2.460686e-12 1.039993e+09 3.346370e+08 6.722901e+02 4.911278e-16 3.565013e+07 5.970160e+08 1.378476e+02 5.858953e-02 2.823614e+07 3.124024e+06
2.100000e+01 1.809061e+08 2.041119e+01 2.694978e-06 2.899683e-12 1.117259e+09 3.233420e+08 1.005850e+04 4.981954e-16 3.217357e+07 5.126527e+08 6.790692e+01 5.858953e-02 3.072237e+07 7.452947e+03
2.200000e+01 3.531763e+07 1.257631e+00 2.675813e-06 3.504013e-12 5.910253e+08 1.537593e+08 2.682262e+02 5.059617e-16 1.771843e+07 3.030049e+08 6.764332e+00 5.858891e-02 2.712503e+07 6.452749e+04
2.300000e+01 2.874171e+07 1.165578e+00 2.700352e-06 6.930065e-13 4.837593e+08 1.393193e+08 1.433655e+02 5.144719e-16 1.346858e+07 2.547971e+08 7.560339e+01 5.858895e-02 2.665562e+07 3.204823e+05
2.400000e+01 3.420665e+07 2.921471e+01 2.769854e-06 4.852333e-12 5.411551e+08 1.683887e+08 3.417426e+03 5.237770e-16 1.206737e+07 2.539614e+08 1.128947e+01 5.858893e-02 2.563996e+07 9.305088e+05
2.500000e+01 3.154794e+07 1.478667e+00 2.887909e-06 5.565878e-12 5.154453e+08 1.676360e+08 8.968942e+01 5.339339e-16 1.558862e+07 2.688735e+08 1.572538e+01 5.858895e-02 2.518418e+07 2.272513e+06
2.600000e+01 4.498325e+07 6.023420e+01 3.060753e-06 6.560327e-12 5.884671e+08 2.283869e+08 4.317642e+03 5.450069e-16 1.165847e+07 2.526008e+08 1.849214e+02 5.858955e-02 2.339036e+07 2.549096e+06
2.700000e+01 5.986422e+07 2.340192e+00 1.837981e-06 1.085136e-12 5.217660e+08 2.117342e+08 1.019125e+02 5.570681e-16 1.349806e+07 2.428787e+08 2.701977e+01 5.858890e-02 1.942942e+07 3.109079e+06
2.800000e+01 9.279775e+07 9.712659e+00 2.646602e-06 5.718400e-12 7.579744e+08 2.974508e+08 2.798098e+02 5.569233e-16 1.645130e+07 3.223484e+08 7.383696e+01 5.858915e-02 2.148011e+07 6.866701e+06
2.900000e+01 1.145420e+08 1.441618e+01 2.788835e-06 6.163538e-12 7.275316e+08 2.513108e+08 3.797484e+02 5.694788e-16 1.472705e+07 3.111114e+08 1.006508e+02 5.858915e-02 2.081294e+07 6.476366e+06
3.000000e+01 1.346000e+08 2.139738e+01 2.937909e-06 6.643333e-12 7.048122e+08 2.269039e+08 5.153817e+02 5.822881e-16 1.344584e+07 3.023098e+08 1.278543e+02 5.858915e-02 2.017250e+07 6.108221e+06
3.100000e+01 1.524109e+08 3.175921e+01 3.094200e-06 7.160486e-12 6.881511e+08 2.132841e+08 6.994587e+02 5.953590e-16 1.248605e+07 2.955410e+08 1.537609e+02 5.858914e-02 1.955727e+07 5.761005e+06
3.200000e+01 1.678459e+08 4.713870e+01 3.258115e-06 7.717908e-12 6.764007e+08 2.054398e+08 9.492818e+02 6.086998e-16 1.176682e+07 2.905108e+08 1.772204e+02 5.858914e-02 1.896585e+07 5.433528e+06
3.300000e+01 1.810757e+08 6.996556e+01 3.430090e-06 8.318739e-12 6.687892e+08 2.008433e+08 1.288333e+03 6.223191e-16 1.123346e+07 2.870097e+08 1.976063e+02 5.858914e-02 1.839690e+07 5.124667e+06
3.400000e+01 1.924537e+08 1.038461e+02 3.610598e-06 8.966361e-12 6.648332e+08 1.981359e+08 1.748482e+03 6.362259e-16 1.084879e+07 2.848962e+08 2.147027e+02 5.858914e-02 1.784921e+07 4.833364e+06
3.500000e+01 2.024357e+08 1.541327e+02 3.800146e-06 9.664424e-12 6.642869e+08 1.965596e+08 2.372981e+03 6.504296e-16 1.058782e+07 2.840866e+08 2.285647e+02 5.858914e-02 1.732161e+07 4.558622e+06
3.600000e+01 2.115358e+08 2.287698e+02 3.999284e-06 1.041686e-11 6.671166e+08 1.956876e+08 3.220530e+03 6.649400e-16 1.043449e+07 2.845494e+08 2.393948e+02 5.858914e-02 1.681302e+07 4.299497e+06
3.700000e+01 2.203148e+08 3.395486e+02 4.208603e-06 1.122791e-11 6.734975e+08 1.952885e+08 4.370795e+03 6.797675e-16 1.037968e+07 2.863026e+08 2.474486e+02 5.858914e-02 1.632242e+07 4.055103e+06
3.800000e+01 2.293961e+08 5.039699e+02 4.428745e-06 1.210214e-11 6.838313e+08 1.952573e+08 5.931896e+03 6.949228e-16 1.042021e+07 2.894153e+08 2.529713e+02 5.858914e-02 1.584888e+07 3.824603e+06
3.900000e+01 2.395092e+08 7.480087e+02 4.660402e-06 1.304449e-11 6.987885e+08 1.955860e+08 8.050569e+03 7.104172e-16 1.055842e+07 2.940123e+08 2.561582e+02 5.858913e-02 1.539150e+07 3.607205e+06
