long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_jensenii Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Gemella g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
0.000000e+00 1.140938e-11 3.187112e-15 2.401565e-16 2.221152e-16 2.046404e+08 1.572116e+03 3.775491e+05 1.147289e+08 7.260211e+08 2.010921e-04 2.227181e-16 2.383320e+06 4.950079e+04
1.000000e+00 1.152826e-11 1.985104e-13 2.401642e-16 2.220759e-16 3.040022e+08 1.473453e+03 3.979353e+05 1.446223e+08 9.696984e+08 1.203140e-05 2.225089e-16 4.775080e+06 4.148637e+04
2.000000e+00 1.335906e-11 1.403841e-13 2.408219e-16 2.220606e-16 2.596731e+08 1.511498e+03 4.276036e+05 1.017076e+08 6.921160e+08 1.883176e-04 2.224003e-16 2.770883e+06 4.505935e+04
3.000000e+00 1.768828e-11 1.049455e-13 2.421042e-16 2.220531e-16 2.967210e+08 1.325508e+03 3.237757e+05 1.239750e+08 8.154453e+08 1.382977e-05 2.223496e-16 1.731901e+06 2.449586e+04
4.000000e+00 2.674184e-11 8.258693e-14 2.440299e-16 2.220492e-16 3.069219e+08 1.318251e+03 3.857241e+05 1.153596e+08 7.475521e+08 1.820635e-04 2.223418e-16 1.087676e+06 1.700469e+04
5.000000e+00 1.033582e-12 6.819133e-14 2.466535e-16 2.220471e-16 3.388325e+08 6.096598e+03 2.837356e+05 1.165965e+08 8.067886e+08 1.885254e-04 2.223733e-16 4.726679e+05 8.771235e+03
6.000000e+00 5.034846e-11 5.892490e-14 2.500635e-16 2.220460e-16 3.690371e+08 1.211624e+03 2.445592e+05 1.337410e+08 8.528288e+08 2.322235e-05 2.224474e-16 1.976393e+05 6.568678e+03
7.000000e+00 6.313466e-11 5.318238e-14 2.543849e-16 2.220454e-16 3.793418e+08 1.155410e+03 1.542018e+05 1.162826e+08 8.070511e+08 2.495286e-05 2.225733e-16 6.406403e+04 1.891092e+03
8.000000e+00 9.124244e-11 5.006254e-14 2.597859e-16 2.220452e-16 3.150739e+08 1.000111e+03 1.238890e+05 8.959348e+07 6.367742e+08 2.360696e-05 2.227671e-16 9.826962e+03 7.263178e+02
9.000000e+00 1.523815e-10 4.910374e-14 2.664885e-16 2.220453e-16 3.857982e+08 9.799287e+02 8.204883e+04 1.132559e+08 7.553244e+08 1.948246e-04 2.230538e-16 1.068234e+03 2.270884e+02
1.000000e+01 2.954486e-10 5.015757e-14 2.747841e-16 2.220456e-16 3.853486e+08 4.248373e+03 1.594580e+06 1.203921e+08 7.473793e+08 1.898038e-04 2.234704e-16 1.457191e+05 2.536539e+03
1.100000e+01 3.077215e-11 5.334720e-14 2.850571e-16 2.220462e-16 3.564980e+08 9.544689e+02 5.756374e+04 9.485857e+07 7.106366e+08 2.812146e-05 2.240714e-16 1.026275e+02 2.234041e+01
1.200000e+01 9.917031e-10 5.909250e-14 2.978177e-16 2.220476e-16 3.864112e+08 1.006938e+03 7.780638e+04 9.390947e+07 7.360873e+08 3.182211e-05 2.249353e-16 7.621596e+01 1.112372e+01
1.300000e+01 1.739742e-09 6.820934e-14 3.137522e-16 2.220501e-16 3.423742e+08 9.183370e+02 5.709215e+04 7.773271e+07 6.551003e+08 2.645121e-05 2.261766e-16 1.813512e+01 2.380860e+00
1.400000e+01 3.634495e-09 8.211838e-14 3.337977e-16 2.220548e-16 3.558350e+08 9.286889e+02 7.150367e+04 9.731343e+07 6.993792e+08 2.468596e-05 2.279621e-16 3.496824e+00 2.753015e+01
1.500000e+01 4.988363e-10 1.032439e-13 3.592559e-16 2.220635e-16 3.476302e+08 8.234039e+02 4.814106e+04 7.821770e+07 6.695923e+08 1.900396e-05 2.305362e-16 1.755673e-01 2.402275e-01
1.600000e+01 1.546947e-08 1.357713e-13 3.919726e-16 2.220798e-16 3.611553e+08 8.074648e+02 4.841646e+04 9.635733e+07 7.062812e+08 8.306005e-05 2.342619e-16 4.946510e+00 3.450055e+00
1.700000e+01 1.904937e-09 1.871177e-13 4.346256e-16 2.221099e-16 3.259059e+08 6.684931e+02 2.907304e+04 6.933787e+07 6.349289e+08 1.139454e-05 2.396852e-16 6.961419e-04 4.821917e-02
1.800000e+01 4.597595e-08 2.708853e-13 4.912025e-16 2.221661e-16 3.297798e+08 2.353349e+03 2.464771e+04 8.364350e+07 6.206190e+08 4.583055e-05 2.476455e-16 5.557459e-02 7.639565e-01
1.900000e+01 4.741479e-09 4.130324e-13 5.678163e-16 2.222705e-16 3.490920e+08 5.809451e+02 1.409100e+04 8.292692e+07 7.041772e+08 6.674590e-06 2.594694e-16 1.238867e-05 1.644248e-02
2.000000e+01 1.003448e-07 6.653447e-13 6.741517e-16 2.224648e-16 3.559920e+08 2.114899e+03 8.306509e+03 9.053996e+07 6.121994e+08 2.535559e-05 2.773349e-16 1.524579e-03 2.930779e-01
2.100000e+01 8.911673e-09 1.136294e-12 8.261322e-16 2.228266e-16 3.308138e+08 5.460421e+02 4.721247e+03 8.678427e+07 6.081102e+08 3.761728e-06 3.049982e-16 3.357252e-07 8.162300e-03
2.200000e+01 1.649149e-07 2.065510e-12 1.051066e-15 2.235007e-16 3.987129e+08 2.164951e+03 4.869011e+04 1.107395e+08 6.629295e+08 1.396675e-05 3.493661e-16 3.778432e-05 1.901629e-01
2.300000e+01 2.212087e-07 4.013985e-12 1.398088e-15 2.247601e-16 3.710645e+08 6.589018e+02 2.089190e+03 9.906034e+07 6.037153e+08 2.103511e-06 4.242248e-16 1.083109e-05 5.480593e-03
2.400000e+01 3.725319e-07 7.087001e-13 1.960622e-15 2.271244e-16 4.076035e+08 7.136087e+02 3.140617e+04 1.098863e+08 5.563007e+08 7.593916e-06 5.601502e-16 1.429582e-05 1.934638e-01
2.500000e+01 4.212898e-08 1.261865e-11 2.927970e-15 2.316128e-16 4.021953e+08 7.338520e+02 2.182349e+03 1.125104e+08 5.292687e+08 5.793301e-06 8.349228e-16 8.933992e-05 6.285886e-03
