long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Gemella g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
2.100000e+01 1.135851e+03 8.815091e+02 3.225149e-12 6.598149e+05 1.686624e+06 2.246632e-16 5.300196e+04 7.130232e+05 3.503081e+04 1.199034e-14 7.940385e+04 3.049246e-03
2.200000e+01 2.266654e+03 8.815288e+02 3.612361e-12 1.187796e+06 1.686695e+06 2.273687e-16 9.305075e+04 1.446626e+06 4.694501e+04 1.001716e-15 7.574162e+04 1.012701e+00
2.300000e+01 3.542788e+01 8.814895e+02 3.368592e-12 8.582520e+04 1.686588e+06 2.273686e-16 7.865323e+02 1.471910e+04 3.126209e+04 1.386318e-14 6.069889e+02 4.334238e-02
2.400000e+01 3.864529e+01 8.814982e+02 2.563807e-12 3.805120e+05 1.686683e+06 2.329364e-16 5.343785e+03 1.481123e+05 4.279157e+04 1.746093e-14 8.896627e+02 1.335869e-01
2.500000e+01 1.057006e+02 8.814807e+02 3.457105e-12 9.390141e+04 1.686600e+06 2.329364e-16 1.063418e+03 1.365660e+04 3.008117e+04 1.199474e-14 8.486300e+02 1.759911e+00
2.600000e+01 2.740345e+03 8.814936e+02 2.566601e-12 1.886483e+06 1.686717e+06 2.446089e-16 1.120016e+05 1.358095e+06 4.261478e+04 1.553067e-14 1.098547e+05 4.483100e+00
2.700000e+01 4.169005e+03 8.814789e+02 3.349219e-12 1.167456e+06 1.686661e+06 2.446089e-16 9.233589e+04 5.939317e+05 3.118475e+04 1.122668e-14 1.610139e+05 4.767603e+01
2.800000e+01 1.419439e-06 8.814451e+02 2.247100e-12 1.675749e+06 1.686654e+06 2.700157e-16 1.681188e+05 1.368562e+06 2.275603e+04 1.503854e-14 1.788583e+05 3.905107e+01
2.900000e+01 1.068631e-05 8.814746e+02 3.040579e-12 1.534850e+07 1.686731e+06 2.700157e-16 7.631460e+06 2.851689e+07 3.230565e+04 1.135217e-14 2.315312e+07 6.864073e+02
3.000000e+01 3.900254e-05 8.814377e+02 3.129820e-12 1.038482e+07 1.686708e+06 3.297052e-16 1.905143e+06 8.314984e+06 2.275077e+04 1.583757e-14 1.040153e+07 5.417530e+02
3.100000e+01 7.359290e-16 8.814588e+02 2.690402e-12 2.253224e+07 1.686773e+06 3.297052e-16 4.235968e+06 1.446596e+07 3.101030e+04 1.240418e-14 1.155428e+07 4.596889e+03
3.200000e+01 2.745272e-05 8.814331e+02 2.795527e-12 1.973103e+07 1.686759e+06 4.936567e-16 4.574915e+06 1.133332e+07 2.400680e+04 1.815536e-14 1.239706e+07 4.031271e+03
3.300000e+01 7.283488e-06 8.814345e+02 2.430418e-12 2.117667e+07 1.686794e+06 4.936564e-16 4.696461e+06 1.113143e+07 2.798148e+04 1.467159e-14 5.569371e+06 1.758905e+04
3.400000e+01 2.221838e-05 8.813961e+02 2.548329e-12 1.619228e+07 1.686785e+06 1.116130e-15 2.641371e+06 6.196311e+06 2.087330e+04 2.271458e-14 5.473085e+06 1.207804e+04
3.500000e+01 5.723205e+04 8.814024e+02 2.239082e-12 2.123555e+07 1.686809e+06 1.116124e-15 1.322751e+07 1.328064e+07 2.404180e+04 1.884702e-14 5.872295e+06 4.266458e+04
3.600000e+01 4.098588e+04 8.813593e+02 2.368421e-12 3.018798e+07 1.686791e+06 5.804481e-15 6.167280e+06 1.268456e+07 1.969300e+04 3.115597e-14 5.657452e+06 2.296816e+04
3.700000e+01 5.986695e+04 8.813593e+02 2.101833e-12 3.376075e+07 1.686817e+06 5.804221e-15 1.794914e+07 2.091895e+07 1.989811e+04 2.642453e-14 5.559644e+06 6.512146e+04
3.800000e+01 3.240836e+04 8.813006e+02 2.242488e-12 1.307853e+07 1.686759e+06 1.625692e-13 3.592686e+06 9.857958e+06 1.612626e+04 4.715375e-14 8.889052e+06 4.213626e+04
3.900000e+01 7.688121e+04 8.813022e+02 2.008947e-12 3.479121e+07 1.686808e+06 1.625090e-13 9.705606e+06 3.874198e+07 1.607567e+04 4.070639e-14 8.563838e+06 6.912902e+04
4.000000e+01 1.543677e+03 8.815703e+02 2.161785e-12 5.391442e+06 1.686747e+06 1.370659e-10 1.397382e+05 1.717223e+06 1.059638e+04 7.942413e-14 3.504370e+04 5.709807e+04
4.100000e+01 2.049564e+03 8.812908e+02 1.954196e-12 4.392312e+06 1.686773e+06 1.366477e-10 4.029073e+04 8.091970e+05 1.241626e+04 6.948729e-14 5.602971e+04 6.202236e+04
4.200000e+01 1.737375e+04 8.813477e+02 1.461623e-12 2.425055e+07 1.686881e+06 5.528463e-14 1.711686e+06 8.850439e+06 1.621780e+04 1.505221e-13 7.098483e+06 2.223292e+05
4.300000e+01 8.080386e+02 8.813382e+02 1.861806e-12 2.683381e+06 1.686766e+06 2.257535e-09 2.703202e+04 3.634565e+05 9.699215e+03 1.328346e-13 2.904739e+04 7.427040e+04
4.400000e+01 1.471385e+03 8.813501e+02 1.960528e-12 4.906364e+06 1.686774e+06 7.107021e-07 1.309158e+05 1.623605e+06 7.342759e+03 3.253743e-13 1.152159e+05 6.477401e+04
4.500000e+01 2.876390e+04 8.813860e+02 1.736360e-12 1.517332e+07 1.686798e+06 3.113753e-09 5.956108e+06 1.581275e+07 7.773165e+03 2.880208e-13 1.459686e+07 1.123534e+05
4.600000e+01 1.494261e+04 8.813781e+02 1.842443e-12 1.229176e+07 1.686762e+06 4.580020e-04 2.605633e+06 6.613134e+06 4.542856e+03 8.158301e-13 9.196438e+06 5.114664e+04
4.700000e+01 6.189031e+04 8.814234e+02 1.645464e-12 3.157254e+07 1.686818e+06 2.087187e-05 1.577106e+07 2.140605e+07 5.854241e+03 7.192255e-13 3.647749e+07 1.242691e+05
4.800000e+01 1.892381e+04 8.814048e+02 1.759172e-12 1.538753e+07 1.686764e+06 1.966152e-06 2.524035e+06 8.188656e+06 3.079537e+03 2.422128e-12 2.952563e+07 4.552820e+04
4.900000e+01 3.708339e+04 8.814479e+02 1.583535e-12 2.571116e+07 1.686813e+06 3.506748e-01 5.541197e+06 8.326389e+06 4.021371e+03 2.106032e-12 1.747253e+07 8.943083e+04
5.000000e+01 3.085662e+04 8.814569e+02 1.558675e-12 2.008123e+07 1.686804e+06 6.640431e+00 2.843044e+06 5.967114e+06 3.252836e+03 3.759354e-12 1.328392e+07 6.831390e+04
5.100000e+01 3.803565e+04 8.814660e+02 1.532881e-12 1.758244e+07 1.686798e+06 1.257442e+02 2.357708e+06 5.160592e+06 2.631178e+03 6.710602e-12 1.009943e+07 5.218321e+04
5.200000e+01 8.430955e+03 8.814480e+02 1.647555e-12 1.251986e+07 1.686764e+06 6.196515e+01 1.147267e+06 3.628811e+06 1.312531e+03 5.309058e-13 2.485525e+06 1.797908e+04
5.300000e+01 3.161386e+04 8.814798e+02 1.492031e-12 1.390251e+07 1.686780e+06 9.724255e+03 1.938038e+06 3.189353e+06 1.641949e+03 1.498910e-11 2.505250e+06 2.553130e+04
5.400000e+01 2.855963e+04 8.814621e+02 1.614927e-12 1.842094e+07 1.686785e+06 1.183683e+04 2.776779e+06 6.308727e+06 1.037837e+03 5.037811e-11 1.088429e+07 6.481400e+03
5.500000e+01 2.832632e+04 8.814853e+02 1.473253e-12 1.660921e+07 1.686764e+06 9.043489e+04 4.410307e+06 5.658991e+06 9.586117e+02 2.624446e-11 3.551268e+06 8.463252e+03
5.600000e+01 2.561542e+04 8.814559e+02 1.606001e-12 1.631974e+07 1.686730e+06 7.307920e+04 1.587658e+06 5.670001e+06 4.418021e+02 1.065881e-10 1.937464e+06 1.122486e+03
5.700000e+01 7.257683e+04 8.814822e+02 1.475528e-12 2.868638e+07 1.686747e+06 2.795019e+05 7.281426e+06 1.903903e+07 5.238876e+02 5.784084e-11 8.417489e+06 1.646825e+03
5.800000e+01 1.800699e+04 8.814475e+02 1.620292e-12 1.527879e+07 1.686710e+06 1.768943e+05 5.012718e+05 5.261062e+06 2.242542e+02 4.090589e-12 1.630396e+06 1.238352e+02
5.900000e+01 4.895718e+04 8.814688e+02 1.498979e-12 2.659311e+07 1.686716e+06 3.505664e+05 3.079016e+05 7.869580e+06 2.604720e+02 1.026630e-10 8.894944e+05 1.594022e+02
6.000000e+01 2.908417e+05 8.814457e+02 1.658591e-12 3.119775e+07 1.686763e+06 4.937079e+05 1.088535e+06 1.359719e+07 6.128570e+03 4.048570e-10 7.749838e+06 1.984603e+01
6.100000e+01 2.710692e+05 8.814478e+02 1.544883e-12 2.726422e+07 1.686696e+06 3.703280e+05 1.113012e+05 1.041440e+07 1.681278e+02 1.484174e-10 1.501077e+06 8.923683e+00
6.200000e+01 3.401188e+05 8.814052e+02 1.723047e-12 1.817909e+07 1.686704e+06 3.886456e+05 2.954041e+05 7.659676e+06 8.262932e+01 7.527547e-10 1.471729e+06 1.431605e+03
6.300000e+01 9.936569e+06 8.814184e+02 1.615807e-12 3.507268e+07 1.686696e+06 4.634708e+05 1.277155e+06 4.784895e+07 1.400948e+02 2.794566e-10 1.282263e+07 1.865991e+00
6.400000e+01 1.394368e+06 8.813668e+02 1.817404e-12 2.120900e+07 1.686654e+06 3.098413e+05 8.990947e+05 1.519239e+07 5.475255e+01 1.174052e-11 1.299631e+07 3.055968e-01
6.500000e+01 9.933529e+06 8.813757e+02 1.715887e-12 2.700624e+07 1.686684e+06 4.336681e+05 2.720253e+06 4.369724e+07 1.038665e+02 4.355386e-10 1.274221e+07 1.185291e+00
6.600000e+01 5.133707e+06 8.813199e+02 1.947420e-12 1.053632e+07 1.686631e+06 1.539938e+05 2.228030e+05 2.824100e+06 3.314061e+01 2.591825e-09 2.188473e+06 7.243357e-02
6.700000e+01 5.245650e+06 8.813183e+02 1.851294e-12 1.094053e+07 1.686644e+06 2.054334e+05 1.611959e+05 1.731161e+06 6.751370e+01 5.667850e-10 2.218116e+06 3.278281e-01
6.800000e+01 1.344625e+04 8.812683e+02 1.262084e-12 2.931941e+06 1.686679e+06 4.593020e+04 2.494785e+04 1.020873e+06 2.501489e+01 6.322956e-12 3.405716e+04 8.281595e-03
6.900000e+01 7.599243e+05 8.815491e+02 2.120991e-12 1.150189e+07 1.686709e+06 8.162406e+05 3.363107e+04 3.674145e+05 5.406774e+03 4.933126e-09 3.808130e+05 4.501429e+02
