long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_jensenii Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Gemella g_Leptotrichia g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
0.000000e+00 2.641259e+08 1.629454e-04 2.200739e+06 5.214405e-06 2.583987e+08 4.875150e-06 1.057091e-09 5.609232e-16 2.454214e-11 1.393241e-03 2.060224e-13 2.181045e-08 6.345798e-08 3.504513e-14
1.000000e+00 2.661630e+08 1.629627e-04 2.227218e+06 5.214453e-06 2.633234e+08 4.875191e-06 1.996775e-08 5.627697e-16 2.454204e-11 1.423061e-03 2.060224e-13 2.180727e-08 6.343903e-08 3.504060e-14
2.000000e+00 2.686604e+08 1.627119e-04 2.485957e+06 3.620014e-06 3.119822e+08 4.871620e-06 7.351952e-09 5.123333e-16 2.454070e-11 1.627477e-04 2.060224e-13 2.173562e-08 6.344700e-08 3.501271e-14
3.000000e+00 2.628623e+08 1.624925e-04 2.028834e+06 2.338439e-06 2.940373e+08 4.867599e-06 1.697673e-08 5.947869e-16 2.454312e-11 3.403117e-05 2.060224e-13 2.181299e-08 6.344864e-08 3.503493e-14
4.000000e+00 2.667075e+08 1.630508e-04 2.268064e+06 5.215273e-06 1.720598e+08 4.875378e-06 1.659808e-08 6.261047e-16 2.454439e-11 2.749840e-03 2.060224e-13 2.182191e-08 6.344562e-08 3.503378e-14
5.000000e+00 2.649690e+08 1.625473e-04 2.208896e+06 2.391500e-06 1.210832e+08 4.867730e-06 1.719946e-08 6.757964e-16 2.454655e-11 9.533557e-05 2.060224e-13 2.183713e-08 6.344554e-08 3.503447e-14
6.000000e+00 2.694930e+08 1.631087e-04 2.243378e+06 5.215610e-06 2.965240e+08 4.875481e-06 1.888193e-08 7.489457e-16 2.454977e-11 4.835329e-03 2.060224e-13 2.185869e-08 6.344841e-08 3.503698e-14
7.000000e+00 2.630676e+08 1.626031e-04 2.038048e+06 2.381032e-06 1.038029e+08 4.867854e-06 2.195807e-08 8.542029e-16 2.454580e-11 1.794264e-04 2.060224e-13 2.168580e-08 6.345444e-08 3.504132e-14
8.000000e+00 2.675830e+08 1.628852e-04 2.279344e+06 3.621808e-06 1.647465e+08 4.871930e-06 1.245417e-08 8.697941e-16 2.455395e-11 1.384331e-03 2.060224e-13 2.182801e-08 6.345623e-08 3.502232e-14
9.000000e+00 2.633066e+08 1.626600e-04 2.214135e+06 2.401354e-06 1.389359e+08 4.867457e-06 4.021910e-09 1.179351e-15 2.454905e-11 3.920828e-04 2.060224e-13 2.191917e-08 6.345266e-08 3.505343e-14
