long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_jensenii Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Gemella g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
0.000000e+00 1.860951e+06 1.104751e-05 2.296417e-15 1.134171e-14 9.527552e+07 5.923067e+06 2.260985e+06 1.479171e+07 1.058396e+08 7.917720e-14 2.674059e-14 1.338046e+04 4.602087e+05
1.000000e+00 1.911767e+06 6.336968e-06 2.296402e-15 1.139055e-14 9.527552e+07 5.923472e+06 2.200616e+06 1.546178e+07 1.174556e+08 1.108432e-13 7.549875e-15 1.350436e+04 4.601811e+05
2.000000e+00 3.439871e+06 1.110693e-05 2.296395e-15 1.147447e-14 9.527554e+07 5.924946e+06 2.560550e+06 1.634051e+07 1.206388e+08 6.393131e-13 4.527310e-15 1.408333e+04 4.602008e+05
3.000000e+00 2.578210e+06 6.312387e-06 2.296396e-15 1.159427e-14 9.527551e+07 5.919209e+06 2.108924e+06 1.494021e+07 1.077312e+08 1.743239e-11 3.850044e-15 1.306173e+04 4.601475e+05
4.000000e+00 3.995410e+06 6.438041e-06 2.296404e-15 1.175110e-14 9.527553e+07 5.922564e+06 2.525688e+06 1.588775e+07 1.074333e+08 4.232340e-09 4.220143e-15 1.387185e+04 4.601807e+05
5.000000e+00 3.732357e+06 6.287939e-06 2.296419e-15 1.194654e-14 9.527553e+07 5.918950e+06 2.107040e+06 1.491400e+07 1.083139e+08 4.523009e-12 6.496857e-15 1.303788e+04 4.601330e+05
6.000000e+00 4.514891e+06 8.353392e-06 2.296045e-15 1.140735e-14 9.527553e+07 5.925458e+06 2.434787e+06 1.615960e+07 1.118385e+08 1.778916e-07 4.325629e-15 1.490035e+04 4.602109e+05
7.000000e+00 5.128951e+06 6.317188e-06 2.296466e-15 1.242317e-14 9.527554e+07 5.921114e+06 2.303043e+06 1.627423e+07 1.135686e+08 5.929727e-11 1.468435e-14 1.350453e+04 4.601441e+05
8.000000e+00 6.399168e+06 1.062199e-05 2.296497e-15 1.270786e-14 9.527553e+07 5.924884e+06 2.319258e+06 1.552532e+07 1.053496e+08 5.541418e-07 3.058986e-14 1.393805e+04 4.601814e+05
9.000000e+00 5.951744e+06 6.178922e-06 2.296535e-15 6.027542e-15 9.527556e+07 5.925251e+06 2.377653e+06 1.662371e+07 1.147169e+08 8.157553e-08 2.354315e-13 1.388081e+04 4.601557e+05
1.000000e+01 7.790542e+06 1.029973e-05 2.296581e-15 1.294230e-14 9.527553e+07 5.921931e+06 2.339462e+06 1.553974e+07 1.045849e+08 4.948418e-07 1.753879e-11 1.367689e+04 4.601648e+05
1.100000e+01 7.205942e+06 5.955376e-06 2.296635e-15 6.027140e-15 9.527555e+07 5.921596e+06 2.198490e+06 1.659911e+07 1.153123e+08 1.694203e-10 2.499829e-15 1.360592e+04 4.601746e+05
1.200000e+01 8.116213e+06 9.988839e-06 2.296696e-15 1.240779e-14 9.527555e+07 5.919317e+06 2.311124e+06 1.594171e+07 1.071549e+08 4.820967e-05 1.703097e-11 1.386342e+04 4.601581e+05
1.300000e+01 7.286981e+06 5.839085e-06 2.296765e-15 1.198443e-14 9.527554e+07 5.918682e+06 2.092746e+06 1.631064e+07 1.116151e+08 1.988364e-09 2.186768e-13 1.346381e+04 4.601321e+05
1.400000e+01 1.044819e+07 9.686661e-06 2.296842e-15 1.161111e-14 9.527555e+07 5.925391e+06 2.240491e+06 1.591104e+07 1.078122e+08 2.478525e-10 2.593931e-14 1.438191e+04 4.601457e+05
