long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_jensenii Gardnerella_vaginalis g_Megasphaera g_Gemella g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
0.000000e+00 4.322201e-14 1.360628e-15 2.226813e-16 9.724491e+07 8.798533e+06 9.591583e+05 3.545186e+04 5.925208e+05 1.356673e-15 1.370002e+06 8.555951e+05 1.293156e-15
1.000000e+00 4.316331e-14 1.071091e-15 2.225038e-16 1.169192e+08 9.710293e+06 9.434289e+05 2.343351e+05 5.189230e+06 1.285654e-15 5.783213e+06 1.097432e+06 1.227209e-15
2.000000e+00 4.322234e-14 1.368273e-15 2.226687e-16 9.752946e+07 8.386613e+06 7.974260e+05 7.650495e+04 1.441951e+06 1.325877e-15 1.804729e+06 8.152503e+05 1.264570e-15
3.000000e+00 4.316385e-14 1.128155e-15 2.225657e-16 1.081102e+08 9.243956e+06 9.232856e+05 2.721624e+05 6.883027e+06 1.267045e-15 2.973523e+06 8.979477e+05 1.209912e-15
4.000000e+00 4.322307e-14 1.444213e-15 2.227623e-16 9.216586e+07 1.033913e+07 1.368461e+06 1.071926e+05 1.688677e+06 1.313056e-15 1.193821e+06 6.367541e+05 1.252665e-15
5.000000e+00 4.316478e-14 1.231663e-15 2.226959e-16 9.543622e+07 8.858840e+06 9.490889e+05 2.350172e+05 4.680892e+06 1.259597e-15 7.230847e+05 6.323810e+05 1.202988e-15
6.000000e+00 4.322421e-14 1.597197e-15 2.229577e-16 9.031071e+07 9.044009e+06 9.478963e+05 6.486428e+04 8.100214e+05 1.308572e-15 3.066848e+04 3.696146e+05 1.248500e-15
7.000000e+00 4.316612e-14 1.396489e-15 2.229114e-16 8.281546e+07 8.782615e+06 1.040878e+06 1.570003e+05 1.600301e+06 1.257915e-15 3.707375e+04 3.633556e+05 1.201425e-15
8.000000e+00 4.322575e-14 1.851907e-15 2.232779e-16 8.209836e+07 7.949605e+06 8.074945e+05 8.524977e+03 8.609448e+04 1.309168e-15 7.304361e+01 1.443596e+05 1.249054e-15
9.000000e+00 4.316786e-14 1.648956e-15 2.232408e-16 7.311678e+07 8.570900e+06 1.062147e+06 1.258121e+04 6.923057e+04 1.260797e-15 4.280054e+01 1.460263e+05 1.204104e-15
1.000000e+01 4.322769e-14 2.256861e-15 2.237686e-16 1.198024e+08 1.025794e+07 1.056814e+06 2.555119e+01 1.223636e+02 1.315295e-15 5.222310e-05 3.946074e+04 1.254744e-15
1.100000e+01 4.317001e-14 2.035165e-15 2.237276e-16 7.408003e+07 8.562426e+06 1.022464e+06 2.385880e+00 6.241964e+00 1.270306e-15 2.463525e-05 3.509095e+04 1.212944e-15
1.200000e+01 4.268108e-14 2.903145e-15 2.245099e-16 5.505564e+07 6.544839e+06 8.567698e+05 5.646459e+04 5.060839e+05 1.331525e-15 1.979477e-03 2.694617e+03 1.269814e-15
1.300000e+01 4.317066e-14 2.637706e-15 2.244369e-16 7.841609e+07 8.402038e+06 9.554088e+05 4.566553e-01 1.513561e+00 1.293377e-15 7.526867e-11 3.495588e+03 1.234384e-15
1.400000e+01 4.317015e-14 3.041787e-15 2.248573e-16 7.750224e+07 8.065068e+06 9.084027e+05 3.689067e+01 2.478814e+02 1.301867e-15 4.096980e-12 8.185668e+02 1.242272e-15
1.500000e+01 4.316963e-14 3.507770e-15 2.252786e-16 7.659903e+07 7.741612e+06 8.637092e+05 1.315779e+03 1.554896e+04 1.293492e-15 2.218544e-13 1.916849e+02 1.234492e-15
1.600000e+01 4.322797e-14 5.365653e-15 2.266142e-16 6.101910e+07 5.201486e+06 5.965170e+05 1.374237e+03 1.586268e+04 1.331789e-15 4.425504e-13 9.660544e-01 1.270060e-15
1.700000e+01 4.316880e-14 4.816663e-15 2.263648e-16 7.132249e+07 6.596919e+06 7.300449e+05 6.750394e+04 1.420952e+06 1.270726e-15 3.692354e-15 2.756158e+00 1.213335e-15
1.800000e+01 4.322734e-14 7.806180e-15 2.282117e-16 5.417671e+07 4.739926e+06 5.590326e+05 2.256147e+04 4.249748e+05 1.315999e-15 3.933418e-15 4.919193e+04 1.255398e-15
1.900000e+01 4.316837e-14 7.078732e-15 2.280296e-16 6.022109e+07 4.953987e+06 5.584395e+05 1.078389e+05 2.527188e+06 1.261810e-15 7.079889e-16 1.313483e+00 1.205046e-15
2.000000e+01 4.322712e-14 1.231803e-14 2.306656e-16 6.019488e+07 4.722472e+06 5.166768e+05 5.066204e+04 9.584037e+05 1.310803e-15 7.278305e-16 4.537485e-01 1.250572e-15
2.100000e+01 4.316835e-14 1.122921e-14 2.305065e-16 4.962872e+07 3.644234e+06 4.201590e+05 7.206388e+04 1.695356e+06 1.260229e-15 3.642574e-16 2.307468e+01 1.203576e-15
2.200000e+01 4.322729e-14 2.131554e-14 2.343581e-16 5.524835e+07 3.852606e+06 4.008340e+05 4.516895e+04 9.143231e+05 1.312293e-15 3.752850e-16 3.503702e+00 1.251956e-15
2.300000e+01 4.316873e-14 1.942455e-14 2.341518e-16 4.386692e+07 2.881759e+06 3.274216e+05 6.936481e+04 1.627610e+06 1.264847e-15 2.797765e-16 4.092391e+01 1.207869e-15
2.400000e+01 4.322787e-14 4.100861e-14 2.399399e-16 4.358033e+07 2.618419e+06 2.870373e+05 3.705748e+04 7.312413e+05 1.321548e-15 2.916240e-16 1.287047e+00 1.260550e-15
2.500000e+01 4.316951e-14 3.708626e-14 2.395106e-16 4.083492e+07 2.382518e+06 2.591640e+05 7.553921e+04 1.827235e+06 1.279000e-15 2.541732e-16 7.609172e+00 1.221024e-15
2.600000e+01 4.322886e-14 8.923611e-14 2.486116e-16 3.054335e+07 1.903180e+06 2.534048e+05 2.335481e+04 3.730931e+05 1.345517e-15 2.763983e-16 9.220214e-03 1.282803e-15
2.700000e+01 4.317069e-14 7.927474e-14 2.474281e-16 3.629815e+07 1.917978e+06 2.083337e+05 4.836391e+04 9.643869e+05 1.313195e-15 2.509514e-16 8.080148e-02 1.252794e-15
2.800000e+01 4.317139e-14 1.194534e-13 2.522173e-16 3.331890e+07 1.698244e+06 1.885676e+05 3.494642e+04 5.868283e+05 1.331737e-15 2.523304e-16 3.615842e-03 1.270011e-15
2.900000e+01 4.317208e-14 1.799958e-13 2.570992e-16 3.058417e+07 1.503683e+06 1.706768e+05 3.240141e+04 4.872444e+05 1.337840e-15 2.516775e-16 1.618079e-04 1.275676e-15
3.000000e+01 4.317277e-14 2.712227e-13 2.620756e-16 2.807390e+07 1.331413e+06 1.544834e+05 3.809723e+04 5.354910e+05 1.332281e-15 2.490085e-16 7.240854e-06 1.270516e-15
3.100000e+01 4.317346e-14 4.086861e-13 2.671482e-16 2.576967e+07 1.178878e+06 1.398265e+05 5.825579e+04 7.911013e+05 1.314352e-15 2.443865e-16 3.240261e-07 1.253868e-15
3.200000e+01 4.323302e-14 1.339138e-12 2.878933e-16 1.786482e+07 7.753234e+05 1.074520e+05 2.721697e+04 2.597339e+05 1.347584e-15 2.551628e-16 4.772895e-05 1.284721e-15
3.300000e+01 4.317505e-14 1.012776e-12 2.813164e-16 2.050547e+07 8.705723e+05 1.109769e+05 1.070867e+05 1.050117e+06 1.282032e-15 2.368551e-16 8.238424e-09 1.223842e-15
3.400000e+01 4.323481e-14 4.255911e-14 3.108354e-16 1.584062e+07 7.026915e+05 1.023422e+05 3.669605e+04 4.110919e+05 1.326485e-15 2.435968e-16 3.237420e-06 1.265135e-15
3.500000e+01 4.317704e-14 1.802854e-12 3.055378e-16 1.502954e+07 6.013567e+05 8.621372e+04 8.189056e+04 5.822272e+05 1.271839e-15 2.344180e-16 2.878233e-08 1.214369e-15
3.600000e+01 4.323700e-14 4.703902e-12 3.517544e-16 1.671053e+07 7.726622e+05 1.019738e+05 4.564169e+04 3.837500e+05 1.323574e-15 2.418907e-16 4.225458e-04 1.262432e-15
3.700000e+01 4.317943e-14 2.334853e-12 3.459782e-16 1.140901e+07 4.534993e+05 7.183250e+04 5.620350e+04 4.061322e+05 1.276101e-15 2.347680e-16 1.967335e-05 1.218331e-15
3.800000e+01 4.323960e-14 7.075066e-12 4.257125e-16 1.160238e+07 6.024328e+05 8.361827e+04 2.801868e+04 2.747223e+05 1.336642e-15 2.466119e-16 5.140791e-06 1.274565e-15
3.900000e+01 4.318223e-14 3.709585e-12 4.151459e-16 9.442624e+06 4.068808e+05 6.631020e+04 4.777619e+04 4.167482e+05 1.298002e-15 2.382309e-16 3.064864e-02 1.238681e-15
4.000000e+01 4.318373e-14 4.925837e-12 4.625107e-16 8.704748e+06 4.009231e+05 6.508838e+04 4.890884e+04 4.942758e+05 1.307047e-15 2.399754e-16 4.295363e-01 1.247083e-15
4.100000e+01 4.318522e-14 6.540856e-12 5.152793e-16 8.024531e+06 3.950526e+05 6.388907e+04 6.769683e+04 7.777711e+05 1.299967e-15 2.397860e-16 6.019888e+00 1.240507e-15
4.200000e+01 4.324561e-14 2.287892e-13 7.381346e-16 6.059682e+06 2.675398e+05 4.547895e+04 4.997030e+04 5.654843e+05 1.341149e-15 2.529482e-16 3.472918e+00 1.278748e-15
4.300000e+01 4.318842e-14 7.765259e-12 6.805137e-16 6.544578e+06 3.554236e+05 5.781759e+04 1.715684e+05 2.260936e+06 1.283265e-15 2.407737e-16 4.071917e+02 1.224989e-15
4.400000e+01 4.324902e-14 2.018897e-11 1.133257e-15 2.700122e+06 1.596767e+05 2.473322e+04 5.653771e+04 7.163113e+05 1.335691e-15 2.593146e-16 1.863185e+02 1.273682e-15
4.500000e+01 4.319203e-14 6.958181e-12 1.040372e-15 4.379807e+06 2.567142e+05 4.234878e+04 2.412394e+05 3.164738e+06 1.289255e-15 2.504865e-16 4.190439e+03 1.230555e-15
4.600000e+01 4.325283e-14 2.105928e-11 2.250078e-15 1.403243e+06 8.852395e+04 1.361195e+04 3.603294e+04 4.690192e+05 1.355153e-15 2.993066e-16 1.184729e+03 1.291745e-15
4.700000e+01 4.319603e-14 7.835552e-12 1.946197e-15 2.124622e+06 1.372418e+05 2.266179e+04 9.260024e+04 1.182221e+06 1.322560e-15 2.795779e-16 1.036384e+04 1.261491e-15
4.800000e+01 4.319814e-14 8.803806e-12 2.822973e-15 1.362490e+06 9.275067e+04 1.526430e+04 4.608824e+04 5.907686e+05 1.342969e-15 3.014317e-16 1.202107e+04 1.280438e-15
4.900000e+01 4.320024e-14 9.891708e-12 4.094742e-15 8.737462e+05 6.268268e+04 1.028158e+04 3.072965e+04 4.032623e+05 1.352643e-15 3.223986e-16 1.394330e+04 1.289416e-15
5.000000e+01 4.320235e-14 1.111405e-11 5.939453e-15 5.603213e+05 4.236216e+04 6.925364e+03 2.576984e+04 3.532583e+05 1.352864e-15 3.420774e-16 1.617291e+04 1.289621e-15
5.100000e+01 4.320445e-14 1.248743e-11 8.615220e-15 3.593263e+05 2.862916e+04 4.664718e+03 2.644556e+04 3.886246e+05 1.343661e-15 3.600727e-16 1.875904e+04 1.281080e-15
5.200000e+01 4.276436e-14 5.043967e-11 4.536405e-14 1.228188e+05 9.401365e+03 1.673714e+03 1.768531e+04 2.486138e+05 1.393406e-15 7.698922e-16 1.476466e+04 1.327229e-15
5.300000e+01 4.320714e-14 1.780955e-11 2.358658e-14 1.322594e+05 1.153218e+04 1.903950e+03 3.177984e+04 5.318431e+05 1.345318e-15 4.912603e-16 2.286153e+04 1.282618e-15
5.400000e+01 4.320772e-14 2.260644e-11 4.451884e-14 7.591232e+04 6.873594e+03 1.153726e+03 3.829411e+04 6.964327e+05 1.356463e-15 6.368068e-16 2.402026e+04 1.292961e-15
5.500000e+01 4.320830e-14 2.869534e-11 8.402773e-14 4.357104e+04 4.096908e+03 6.991175e+02 6.005882e+04 1.279710e+06 1.358740e-15 8.190664e-16 2.523771e+04 1.295074e-15
5.600000e+01 4.326782e-14 1.516519e-10 9.926046e-13 4.192290e+03 3.930025e+02 8.794115e+01 2.391689e+04 4.515148e+05 1.423958e-15 4.461612e-15 9.848856e+03 1.355551e-15
5.700000e+01 4.320967e-14 5.278618e-11 4.598723e-13 1.017431e+04 1.029370e+03 1.930885e+02 9.818615e+04 2.780674e+06 1.393932e-15 2.619884e-15 2.026998e+04 1.327717e-15
5.800000e+01 4.273776e-14 3.620177e-10 1.337390e-11 4.182035e+02 5.470764e+01 1.248440e+01 1.542986e+04 3.159688e+05 1.511323e-15 9.529025e-14 6.649450e+03 1.436451e-15
5.900000e+01 4.320961e-14 1.276106e-10 6.826208e-12 1.069128e+03 1.222278e+02 2.794578e+01 2.918156e+04 8.195115e+05 1.542156e-15 7.132745e-14 8.781362e+03 1.464972e-15
6.000000e+01 4.326770e-14 1.248356e-09 9.547157e-10 1.624448e+01 2.598484e+00 8.345660e-01 5.157627e+02 7.038832e+03 1.781653e-15 1.334315e-09 1.070218e+03 1.686022e-15
6.100000e+01 4.320813e-14 4.134014e-10 3.909622e-10 4.163754e+01 5.988569e+00 1.853425e+00 2.391955e+02 3.500616e+03 1.974746e-15 3.049807e-10 1.691641e+03 1.863663e-15
6.200000e+01 4.320749e-14 8.028244e-10 4.374050e-09 6.278228e+00 1.041647e+00 3.871085e-01 3.514158e+00 2.791256e+01 2.442932e-15 1.194545e-07 5.750123e+02 2.292555e-15
6.300000e+01 4.320685e-14 1.559083e-09 4.893647e-08 9.466491e-01 1.811833e-01 8.085197e-02 1.580800e-02 5.964551e-02 3.291605e-15 4.668986e-05 1.954547e+02 3.064681e-15
6.400000e+01 4.326514e-14 1.015559e-11 6.272581e-11 8.820290e+02 1.178079e+02 3.963399e+01 1.969018e+01 1.481166e+02 1.336880e-15 7.883988e-09 5.763993e-01 1.274786e-15
6.500000e+01 4.320576e-14 3.839030e-09 8.887445e-07 9.260334e-02 2.111522e-02 1.176008e-02 1.266960e-04 2.493977e-04 3.213384e-15 5.581345e-03 5.031546e+00 2.993759e-15
6.600000e+01 4.326426e-14 1.011120e-11 8.513905e-11 8.238009e+02 1.132223e+02 4.024391e+01 9.529178e+01 9.353714e+02 2.478185e-15 3.233115e-09 1.187450e-03 2.324755e-15
6.700000e+01 4.326402e-14 7.216616e-08 1.692313e-03 8.586218e-05 2.923537e-05 2.408323e-05 2.418873e-03 7.149898e-03 2.029817e-15 2.525822e+02 2.670908e+05 1.914241e-15
