long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_jensenii Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Gemella g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
0.000000e+00 6.742507e+06 8.258700e+06 1.113688e+06 4.271730e+05 3.490164e+04 5.910277e+00 2.761191e+01 4.902562e-05 5.294157e+01 2.621697e-16 9.928288e-07 6.568805e-16 1.454018e-14
1.000000e+00 1.032940e+07 9.298072e+06 2.616739e+06 3.417633e+05 2.695217e+04 7.861375e+01 3.484441e+03 1.431569e-08 1.016880e+02 2.515838e-16 1.426584e-04 3.873133e-16 1.422552e-14
2.000000e+00 4.323082e+06 4.489187e+06 2.303373e+05 1.154673e+05 2.383853e+04 1.886049e+00 8.783995e-07 1.096040e-08 4.669207e+01 2.635573e-16 5.926421e-07 6.796563e-15 1.457261e-14
3.000000e+00 6.585301e+06 3.901940e+06 1.829246e+05 9.516778e+04 2.978088e+04 7.571874e+00 1.191302e-06 1.001987e+00 8.663580e+01 2.571210e-16 2.041858e-05 6.471866e-15 1.427089e-14
4.000000e+00 1.963536e+07 6.383801e+06 3.435872e+05 2.038749e+05 5.191658e+04 6.898599e-02 1.235915e-06 7.465290e-09 4.465317e+01 2.717431e-16 5.871515e-04 2.787727e-07 1.463101e-14
5.000000e+00 5.609912e+06 1.922755e+06 1.299779e+04 3.352769e+04 4.088178e+04 8.358530e-02 2.862750e-16 2.182074e-08 6.597736e+01 2.673839e-16 3.200655e-06 2.766095e-07 1.434154e-14
6.000000e+00 1.671186e+07 6.412240e+06 2.293461e+05 1.864411e+05 6.984039e+04 2.543661e-05 5.973347e-16 1.096040e-08 2.969898e+01 2.874317e-16 1.051821e-04 3.893917e-07 1.471576e-14
7.000000e+00 1.154328e+07 5.563679e+06 1.846845e+05 1.372830e+05 9.054963e+04 3.371541e-05 2.862750e-16 3.117594e-16 4.469844e+01 2.842421e-16 2.315110e-06 1.577865e+01 1.443794e-14
8.000000e+00 1.125030e+07 7.615659e+06 3.559739e+05 2.324762e+05 9.998841e+04 4.657789e-04 5.973347e-16 7.804899e-16 3.184184e+03 3.136856e-16 1.354744e-04 7.927244e+01 1.482746e-14
9.000000e+00 2.704205e+07 2.094238e+07 2.746621e+06 7.329018e+05 1.814023e+05 3.747029e-08 2.862750e-16 3.117594e-16 4.646204e+01 3.111295e-16 7.565334e-06 1.442478e+03 1.456078e-14
1.000000e+01 2.003717e+07 1.549776e+07 1.416614e+06 6.697150e+05 1.348325e+05 3.130579e-06 5.973347e-16 3.699645e-07 3.831946e+01 3.568916e-16 5.998449e-07 1.255684e+03 1.496689e-14
1.100000e+01 3.956719e+07 3.653790e+07 3.294571e+06 1.227045e+06 2.082151e+05 1.322711e-08 2.862750e-16 1.038409e-06 7.503206e+01 3.544394e-16 2.592709e-05 1.028920e+04 1.471092e-14
1.200000e+01 3.706848e+07 2.094457e+07 1.991908e+06 1.108269e+06 4.058914e+05 2.761283e-05 5.973347e-16 5.260681e-07 5.518434e+01 4.302000e-16 1.012352e-06 3.693620e+02 1.513506e-14
1.300000e+01 4.295235e+07 4.355193e+07 3.237083e+06 1.411173e+06 2.762772e+05 1.080536e-06 2.862750e-16 5.090033e+03 1.080834e+02 4.267689e-16 2.126445e-05 7.704603e+02 1.488945e-14
1.400000e+01 3.402031e+07 2.011872e+07 1.506942e+06 9.456938e+05 3.648476e+05 2.782180e-08 5.973347e-16 7.304436e+01 7.217589e+01 5.632358e-16 7.612955e-04 2.816680e-06 1.533319e-14
1.500000e+01 4.017808e+07 3.720623e+07 2.971411e+06 1.270241e+06 5.544434e+05 8.002080e-05 2.862750e-16 1.946394e+03 1.370051e+02 5.551930e-16 1.917671e-05 2.603136e-06 1.509766e-14
