long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_jensenii Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Gemella g_Leptotrichia g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
0.000000e+00 6.674164e+09 8.289312e+04 7.064886e+09 2.224105e-06 4.535048e+06 1.372767e+04 1.076809e+06 5.518878e-13 2.636988e-04 2.965563e+05 1.065036e-10 4.584447e+01 2.393795e+02 8.846369e+01
1.000000e+00 7.498144e+09 8.289529e+04 1.002771e+10 5.740918e-10 5.674115e+06 6.206844e+01 1.232778e+06 1.611602e-13 1.348068e-05 3.068465e+05 1.095154e-10 5.150639e+01 2.582090e+02 8.953619e+01
2.000000e+00 7.296252e+09 8.290178e+04 8.932891e+09 7.375573e-08 5.085832e+06 1.979025e+02 1.363870e+06 4.522553e-13 5.357176e-05 3.280294e+05 2.547083e-11 2.861412e+02 4.912107e+02 9.274587e+01
3.000000e+00 7.225500e+09 8.290168e+04 8.165557e+09 6.249249e-08 5.087222e+06 2.521592e+02 1.412834e+06 4.438213e-13 5.411017e-05 3.262909e+05 3.481134e-11 1.642391e+02 4.092535e+02 9.274484e+01
4.000000e+00 7.155435e+09 8.290158e+04 7.464154e+09 5.294926e-08 5.088621e+06 3.212908e+02 1.464599e+06 4.355544e-13 5.465399e-05 3.253790e+05 4.757714e-11 9.426982e+01 3.408602e+02 9.274380e+01
5.000000e+00 7.086049e+09 8.290147e+04 6.823014e+09 4.486338e-08 5.090028e+06 4.093753e+02 1.519352e+06 4.274510e-13 5.520327e-05 3.252779e+05 6.502434e-11 5.410891e+01 2.838001e+02 9.274277e+01
6.000000e+00 5.211051e+09 8.289250e+04 5.382086e+09 1.092826e-09 4.131410e+06 2.629299e+02 1.366014e+06 4.971282e-13 2.060866e-04 2.847692e+05 3.495270e-10 3.549033e+00 1.022563e+02 8.772252e+01
7.000000e+00 6.117419e+09 8.289422e+04 5.794857e+09 1.284699e-07 4.694391e+06 3.527505e+02 1.567155e+06 4.887982e-13 1.962976e-05 2.811798e+05 5.376217e-10 1.741188e+03 4.498344e+03 8.891487e+01
8.000000e+00 5.944009e+09 8.289346e+04 4.307766e+09 7.510844e-08 4.566419e+06 1.440783e+04 1.633034e+06 4.831880e-13 2.052994e-04 2.748678e+05 1.099385e-11 2.651997e+00 1.009234e+02 8.899519e+01
9.000000e+00 5.316899e+09 8.289315e+04 3.552518e+09 5.993797e-10 4.222999e+06 7.178632e+02 1.682656e+06 4.801970e-13 2.149933e-04 2.451712e+05 1.409307e-11 1.294313e+00 8.003375e+01 8.782065e+01
1.000000e+01 4.419003e+09 8.289225e+04 1.916085e+09 2.976168e-08 3.536917e+06 1.034189e+03 1.741727e+06 4.797695e-13 2.431584e-04 2.188753e+05 7.838238e-10 7.239984e-01 8.477980e+01 8.793306e+01
1.100000e+01 4.447143e+09 8.290005e+04 1.851286e+09 4.696652e-09 3.623523e+06 2.280162e+03 1.742021e+06 4.120348e-13 9.794895e-05 2.200871e+05 2.151235e-10 1.371859e+00 1.501874e+02 9.272736e+01
1.200000e+01 4.564531e+09 8.289437e+04 1.863339e+09 1.262097e-08 3.339613e+06 2.497176e+03 1.156680e+06 1.757059e-13 5.389545e-05 1.798421e+05 5.356722e-10 1.012431e-01 7.061512e+01 8.880997e+01
1.300000e+01 2.694066e+09 8.288887e+04 5.135976e+08 2.089519e-10 2.339597e+06 3.135033e+03 1.278661e+06 4.725196e-13 6.066688e-05 1.446595e+05 5.442489e-10 2.437229e+00 4.762972e+01 1.110011e+02
1.400000e+01 3.650276e+09 8.298821e+04 1.168188e+09 5.340581e-09 3.258177e+06 4.845413e+03 1.506889e+06 4.637544e-13 4.555927e-04 1.364911e+05 6.838194e-10 1.056154e-02 3.782222e+01 9.007279e+01
1.500000e+01 2.459117e+09 8.289336e+04 2.943823e+08 3.450482e-09 2.078104e+06 5.468816e+03 1.384789e+06 4.575580e-13 8.911002e-05 9.580058e+04 3.300208e-11 1.770794e-03 1.694849e+01 8.840792e+01
1.600000e+01 2.482183e+09 8.289411e+04 3.437474e+08 2.907739e-09 2.232212e+06 7.393431e+03 1.274921e+06 4.538229e-13 5.975538e-04 8.427693e+04 9.826492e-10 4.769921e-02 1.934757e+02 1.109894e+02
1.700000e+01 2.369807e+09 8.289457e+04 3.203533e+08 3.180341e-09 1.860040e+06 9.131608e+03 7.994573e+05 4.524838e-13 1.350106e-04 2.717877e+05 1.128178e-09 1.800557e-02 9.763250e+00 8.977643e+01
1.800000e+01 2.525962e+09 8.289434e+04 4.030115e+08 1.598317e-10 2.178743e+06 1.124874e+04 7.501476e+05 4.535158e-13 1.672147e-04 7.184628e+04 1.610353e-09 1.627265e-02 1.016727e+02 8.971392e+01
1.900000e+01 1.608947e+09 8.289118e+04 1.853185e+08 3.777022e-09 1.483516e+06 1.149194e+04 5.348005e+05 1.794462e-13 1.691363e-04 6.972148e+04 1.117404e-10 3.499661e-02 6.754714e+00 8.904744e+01
2.000000e+01 1.487584e+09 8.289396e+04 2.051164e+08 4.108685e-09 1.454134e+06 1.292271e+04 4.988894e+05 1.767859e-13 1.809412e-04 7.188281e+04 3.106063e-09 2.019548e-03 9.737978e+01 8.873010e+01
2.100000e+01 1.918547e+09 8.289667e+04 4.342276e+08 5.815923e-09 1.748488e+06 1.615265e+04 4.275388e+05 4.258548e-13 8.979746e-04 7.698021e+04 4.234707e-09 6.552030e-03 8.867946e+00 1.109756e+02
2.200000e+01 1.245706e+09 8.289144e+04 1.736318e+08 3.538603e-10 1.284459e+06 1.591075e+04 2.693210e+05 4.074012e-13 9.461330e-04 6.923211e+04 7.302815e-09 1.075217e+00 1.655518e+02 8.904716e+01
2.300000e+01 1.325756e+09 8.298809e+04 1.833882e+08 1.155455e-08 1.262478e+06 1.694561e+04 2.029125e+05 3.917605e-13 2.295334e-04 6.633939e+04 1.605309e-08 5.099157e-02 1.859444e+01 8.934288e+01
2.400000e+01 1.462832e+09 8.289610e+04 2.682092e+08 5.750271e-10 1.346401e+06 1.860839e+04 1.281831e+05 3.786539e-13 2.674812e-04 6.274895e+04 4.549628e-08 2.109694e-01 3.638291e+01 8.917953e+01
2.500000e+01 1.196237e+09 8.289338e+04 2.684276e+08 4.833505e-10 1.230801e+06 1.799301e+04 7.273023e+04 1.546526e-13 2.751597e-04 2.329147e+05 7.038834e-09 4.197856e-01 5.719406e+01 1.109675e+02
2.600000e+01 1.121894e+09 8.289619e+04 1.890493e+08 6.989796e-09 1.250576e+06 1.802984e+04 4.696176e+04 3.476719e-13 2.711086e-04 7.042457e+04 1.657350e-08 5.260046e-01 7.240436e+01 8.859281e+01
2.700000e+01 8.633627e+08 8.289425e+04 1.113740e+08 4.628064e-09 9.991313e+05 1.629135e+04 3.052039e+04 1.357268e-13 1.099820e-03 8.074080e+04 6.592339e-07 5.567754e-01 9.605652e+01 1.109666e+02
2.800000e+01 1.020511e+09 8.289659e+04 1.812730e+08 1.234403e-10 1.189212e+06 1.713418e+04 3.319692e+05 3.048312e-13 1.111226e-03 9.950414e+04 1.444904e-06 5.051079e+01 1.719510e+03 1.109686e+02
2.900000e+01 8.911933e+08 8.290091e+04 1.328922e+08 6.675642e-10 1.104985e+06 1.774431e+04 2.039300e+04 2.494399e-13 5.029830e-04 1.208099e+05 9.288229e-07 2.585830e+00 3.012608e+02 9.269959e+01
3.000000e+01 9.170649e+08 8.289690e+04 9.271903e+07 1.003037e-09 1.256756e+06 1.511122e+04 1.662428e+04 2.622635e-13 3.044557e-04 1.331605e+05 3.435175e-07 8.050681e-01 2.574555e+02 8.825573e+01
3.100000e+01 8.025734e+08 8.290146e+04 7.312275e+07 2.251496e-10 1.150125e+06 1.555901e+04 1.726672e+04 2.163375e-13 5.690984e-04 1.583088e+05 4.670449e-06 5.771454e+00 8.190330e+02 9.270703e+01
3.200000e+01 1.022364e+09 8.289774e+04 6.894739e+07 3.876720e-10 1.419039e+06 1.354889e+05 1.325876e+04 2.277961e-13 1.410767e-03 1.767456e+05 1.313370e-06 1.424809e+00 7.105754e+02 8.883469e+01
3.300000e+01 8.275710e+08 8.289842e+04 2.674556e+07 2.993995e-10 1.241951e+06 1.619387e+04 1.241333e+04 2.132980e-13 3.650696e-04 1.816847e+05 1.582082e-06 9.214181e-01 9.350556e+02 8.800080e+01
3.400000e+01 6.662019e+08 8.289378e+04 2.847862e+07 2.894006e-10 1.140183e+06 1.937945e+04 6.826979e+03 2.006586e-13 1.667401e-03 2.044473e+05 1.559600e-06 5.031768e-01 1.393589e+03 8.879621e+01
