long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_jensenii Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Gemella g_Leptotrichia g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
0.000000e+00 1.742181e+07 2.328573e+08 5.133499e+01 1.618712e+03 1.651356e-04 5.278729e-10 2.063452e+07 4.515281e-16 1.218541e-15 2.242009e-09 8.950893e-05 4.449023e-04 1.893955e+00 1.087940e+01
1.000000e+00 4.480665e+07 2.682567e+08 7.383145e+04 4.468007e+03 3.333439e-04 5.292397e-10 1.590502e+07 4.515279e-16 1.220104e-15 2.242020e-09 8.913323e-05 4.449199e-04 2.095376e+00 9.025489e+00
2.000000e+00 2.742047e+07 2.375883e+08 1.201491e+02 1.595722e+03 3.333367e-04 5.292391e-10 1.183900e+07 4.515283e-16 1.247172e-15 2.242020e-09 7.201974e-05 4.449099e-04 1.718295e+00 4.911820e+00
3.000000e+00 1.094065e+08 2.692498e+08 8.479813e+04 4.502425e+03 3.333412e-04 5.292390e-10 1.805894e+07 4.515291e-16 1.300756e-15 2.242020e-09 7.417198e-04 4.450725e-04 1.917745e+00 4.358252e+00
4.000000e+00 6.160665e+07 2.444274e+08 1.030299e+03 1.692255e+03 1.562200e-04 5.292393e-10 6.721019e+06 4.515304e-16 1.384098e-15 2.242007e-09 5.890152e-05 4.449065e-04 1.431456e+00 1.403143e+00
5.000000e+00 1.304867e+08 2.653832e+08 5.144429e+03 1.827217e+03 3.333638e-04 5.292401e-10 2.976255e+06 4.515321e-16 1.503016e-15 2.242020e-09 5.464140e-05 4.449096e-04 1.435103e+00 7.624482e-01
6.000000e+00 1.177053e+08 2.551353e+08 1.173093e+04 1.785810e+03 1.566258e-04 5.278071e-10 4.752736e+05 4.515344e-16 1.666704e-15 2.242019e-09 4.363602e-05 4.448916e-04 1.093565e+00 1.821749e-01
7.000000e+00 9.243689e+07 2.569220e+08 2.922584e+04 1.808837e+03 3.333910e-04 5.292414e-10 1.493768e+04 4.515371e-16 1.889124e-15 2.242020e-09 2.747184e-04 4.448709e-04 1.017158e+00 3.308425e+00
8.000000e+00 7.607574e+07 2.717328e+08 6.753418e+04 1.891264e+03 1.635132e-04 5.278584e-10 1.388858e+02 4.515403e-16 2.191366e-15 2.242021e-09 2.967868e-05 4.448450e-04 8.012083e-01 2.120116e-02
9.000000e+00 6.278157e+07 2.834671e+08 2.187694e+05 2.260376e+03 2.218741e-04 5.288248e-10 3.356959e+00 4.515392e-16 2.231728e-15 2.242018e-09 5.531466e-05 4.448723e-04 1.027923e+00 2.498928e-02
1.000000e+01 2.483330e+07 2.789329e+08 2.715055e+05 1.967615e+03 1.599761e-04 5.278649e-10 2.797937e-06 4.515478e-16 3.089506e-15 2.242011e-09 1.796107e-05 4.447593e-04 4.877805e-01 1.962388e-03
1.100000e+01 2.201895e+07 2.836178e+08 4.480979e+05 4.933436e+03 3.334402e-04 5.292396e-10 9.297140e-05 4.515521e-16 3.767370e-15 2.242024e-09 7.639008e-05 4.448740e-04 1.893623e+00 1.662349e-02
1.200000e+01 1.007949e+07 2.919790e+08 7.869210e+05 2.089307e+03 1.604346e-04 5.292385e-10 3.191486e-08 4.515569e-16 4.734091e-15 2.242013e-09 5.631832e-05 4.448373e-04 3.051899e-01 1.671685e-04
1.300000e+01 7.481227e+06 2.906093e+08 9.769547e+05 2.149225e+03 3.334622e-04 5.292379e-10 8.965641e-09 4.515623e-16 6.145040e-15 2.242025e-09 4.460308e-05 4.448147e-04 1.102213e+00 1.349996e-03
1.400000e+01 4.920073e+06 3.022168e+08 1.580354e+06 2.210462e+03 1.600440e-04 5.278477e-10 1.349066e-14 4.515682e-16 5.258418e-16 2.242012e-09 7.504203e-06 4.446467e-04 1.932270e-01 1.707992e-05
1.500000e+01 3.075896e+06 2.957627e+08 1.813092e+06 2.251080e+03 3.334900e-04 5.292366e-10 6.734417e-11 4.515747e-16 6.966488e-15 2.242025e-09 3.044278e-05 4.447875e-04 7.071045e-01 1.462309e-04
