long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Gemella g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
2.800000e+01 1.605615e+06 3.105566e+05 8.892597e-12 2.581202e+07 3.253332e+07 3.368629e+06 8.650992e+06 2.691143e+07 6.943230e-16 1.690480e-09 5.034268e+06 1.382843e+07
2.900000e+01 1.401172e+06 3.711188e+05 1.760282e-11 2.218608e+07 2.830080e+07 4.009260e+06 7.758630e+06 2.310871e+07 6.943465e-16 1.681439e-09 3.990073e+06 1.303490e+07
3.000000e+01 1.387563e+06 4.746952e+05 9.075596e-12 2.492364e+07 3.096459e+07 5.601890e+06 8.302501e+06 2.597164e+07 6.943223e-16 1.690483e-09 5.459827e+06 1.430878e+07
3.100000e+01 1.236906e+06 3.915781e+05 1.933448e-11 2.050591e+07 2.688284e+07 4.520498e+06 6.827851e+06 2.082008e+07 6.943461e-16 1.681240e-09 6.830844e+06 1.120757e+07
3.200000e+01 1.176140e+06 5.851734e+05 1.073996e-11 2.266970e+07 2.805651e+07 7.066443e+06 7.619378e+06 2.351518e+07 6.943222e-16 1.690484e-09 5.663292e+06 1.371130e+07
3.300000e+01 1.016072e+06 4.681823e+05 1.030574e-12 1.873034e+07 2.690350e+07 4.865670e+06 5.716075e+06 1.872891e+07 6.943461e-16 1.694910e-09 6.852301e+06 9.780708e+06
3.400000e+01 9.793473e+05 5.308551e+05 1.055682e-11 1.949258e+07 2.496613e+07 5.895991e+06 6.533594e+06 1.992427e+07 6.943221e-16 1.690484e-09 7.116814e+06 1.161453e+07
3.500000e+01 7.582809e+05 4.715847e+05 1.851872e-11 1.469588e+07 1.844536e+07 4.684304e+06 5.100427e+06 1.553855e+07 6.943460e-16 1.681317e-09 5.871612e+06 8.244312e+06
3.600000e+01 7.828776e+05 4.271752e+05 8.617135e-12 1.574511e+07 2.115172e+07 3.975834e+06 5.247864e+06 1.591098e+07 6.943221e-16 1.690484e-09 7.956003e+06 8.743055e+06
3.700000e+01 5.971890e+05 3.178180e+05 1.613650e-11 1.134281e+07 1.463552e+07 2.779885e+06 4.095928e+06 1.160136e+07 6.943461e-16 1.681474e-09 5.723576e+06 5.661528e+06
3.800000e+01 5.914557e+05 3.120539e+05 8.150038e-12 1.177406e+07 1.607164e+07 2.431177e+06 4.019536e+06 1.190723e+07 6.943222e-16 1.690481e-09 6.447376e+06 5.875771e+06
3.900000e+01 4.393343e+05 3.052452e+05 7.694671e-13 8.520153e+06 1.278850e+07 2.463328e+06 3.575364e+06 9.376349e+06 6.943461e-16 1.694904e-09 5.182144e+06 4.194945e+06
4.000000e+01 4.234559e+05 2.275372e+05 6.458727e-12 8.207775e+06 1.139197e+07 1.601260e+06 3.027080e+06 8.470289e+06 6.943223e-16 1.690477e-09 4.401293e+06 3.623053e+06
4.100000e+01 1.781389e+05 6.988365e+04 3.877208e-13 4.256095e+06 6.174406e+06 4.722517e+05 1.852422e+06 4.905529e+06 6.943464e-16 1.680757e-09 1.393730e+06 2.992837e+06
4.200000e+01 2.596704e+05 1.073044e+05 3.042602e-12 5.072038e+06 7.253676e+06 7.077700e+05 2.155839e+06 5.533760e+06 6.943229e-16 1.690472e-09 1.819870e+06 2.211221e+06
4.300000e+01 1.930987e+05 2.593739e+04 3.334876e-12 3.153685e+06 4.031441e+06 1.130305e+05 1.368304e+06 3.394896e+06 6.943476e-16 1.694895e-09 3.603558e+05 1.143823e+06
4.400000e+01 1.404191e+05 2.039673e+04 1.165028e-12 2.761741e+06 3.929751e+06 1.010601e+05 1.383393e+06 3.217544e+06 6.943252e-16 1.690467e-09 2.885502e+05 1.243209e+06
4.500000e+01 3.143565e+05 1.126608e+05 1.288682e-12 5.167532e+06 6.806884e+06 4.490921e+05 2.177455e+06 5.402363e+06 6.943519e-16 1.694891e-09 1.415200e+06 1.994737e+06
4.600000e+01 9.360335e+04 1.010595e+04 5.026674e-13 1.742165e+06 2.409502e+06 3.241168e+04 9.573834e+05 2.086189e+06 6.943335e-16 1.690463e-09 1.149180e+05 7.644167e+05
4.700000e+01 7.926604e+04 1.526459e+03 5.623465e-13 1.261263e+06 1.318526e+06 1.180540e+04 5.954826e+05 1.288526e+06 6.943681e-16 1.694887e-09 2.393772e+04 3.510707e+05
4.800000e+01 7.579401e+04 6.468708e+03 2.415403e-13 1.274732e+06 1.623132e+06 2.352934e+04 7.033099e+05 1.479804e+06 6.943648e-16 1.690461e-09 7.386874e+04 4.901316e+05
4.900000e+01 1.116184e+05 2.657177e+04 2.739186e-13 2.130395e+06 2.598363e+06 1.056342e+05 1.102071e+06 2.497635e+06 6.944286e-16 1.683812e-09 3.308946e+05 8.334499e+05
5.000000e+01 6.644134e+04 4.077626e+03 1.279459e-13 1.027053e+06 1.156175e+06 2.573329e+04 5.415911e+05 1.128324e+06 6.944818e-16 1.690457e-09 5.738269e+04 3.286290e+05
5.100000e+01 3.390772e+04 7.732655e+02 1.474593e-13 5.707959e+05 5.406293e+05 3.772889e+03 3.124399e+05 6.654875e+05 6.946552e-16 1.694881e-09 9.818590e+03 1.508995e+05
5.200000e+01 5.668929e+04 2.852237e+03 7.405326e-14 8.512458e+05 8.331583e+05 2.178216e+04 4.289261e+05 9.055159e+05 6.949206e-16 1.690454e-09 4.427366e+04 2.283492e+05
5.300000e+01 8.221881e+04 7.301016e+03 8.699197e-14 1.217879e+06 1.322057e+06 7.176051e+04 6.911366e+05 1.427880e+06 6.943460e-16 1.694878e-09 1.363615e+05 3.220012e+05
5.400000e+01 4.706348e+04 1.667144e+03 4.647641e-14 6.990099e+05 6.031445e+05 1.389113e+04 3.481769e+05 7.457242e+05 6.949206e-16 1.690452e-09 2.814310e+04 1.559474e+05
5.500000e+01 1.776241e+04 2.909350e+02 5.584388e-14 3.597772e+05 2.783049e+05 2.978282e+03 2.174038e+05 4.330898e+05 6.946552e-16 1.680698e-09 2.505243e+03 1.568485e+05
5.600000e+01 3.640777e+04 8.539700e+02 3.142472e-14 5.638273e+05 4.387942e+05 9.328612e+03 2.932492e+05 6.275727e+05 6.944819e-16 1.690449e-09 1.167041e+04 1.255402e+05
5.700000e+01 5.265458e+04 1.395662e+03 3.878629e-14 8.684787e+05 6.926491e+05 2.381384e+04 4.833266e+05 9.684091e+05 6.944286e-16 1.683786e-09 2.522781e+04 2.200786e+05
5.800000e+01 2.640502e+04 3.279264e+02 2.276626e-14 4.517048e+05 3.180290e+05 5.648013e+03 2.540073e+05 5.323004e+05 6.943648e-16 1.690444e-09 3.274800e+03 1.198630e+05
5.900000e+01 1.128876e+04 1.462568e+01 2.901897e-14 2.198614e+05 1.552070e+05 2.551158e+02 1.463737e+05 2.667346e+05 6.943681e-16 1.694867e-09 1.407336e+02 5.316786e+04
6.000000e+01 1.876109e+04 5.588676e+01 1.759309e-14 3.597328e+05 2.346442e+05 1.486603e+03 2.241030e+05 4.468477e+05 6.943336e-16 1.690438e-09 5.257012e+02 1.102998e+05
6.100000e+01 3.385286e+04 9.417462e+00 2.331724e-14 5.940701e+05 3.829322e+05 1.741372e+02 3.582338e+05 6.989503e+05 6.943521e-16 1.694862e-09 7.229818e+01 1.673981e+05
6.200000e+01 1.337774e+04 2.066365e+00 1.444981e-14 2.846075e+05 1.740682e+05 5.491704e+01 1.977419e+05 3.682869e+05 6.943256e-16 1.690434e-09 1.584894e+01 9.440747e+04
6.300000e+01 3.184979e+04 5.280785e-02 2.009086e-14 6.223903e+05 3.669076e+05 8.065214e-01 3.630573e+05 7.316302e+05 6.943485e-16 1.694858e-09 3.204292e-01 1.651356e+05
6.400000e+01 1.226850e+04 2.787470e-02 1.257941e-14 2.816205e+05 1.672653e+05 4.567514e-01 2.031598e+05 3.676261e+05 6.943247e-16 1.690431e-09 1.490532e-01 9.951880e+04
6.500000e+01 3.797573e+04 9.365958e-06 1.856610e-14 7.837963e+05 3.559344e+05 6.174139e-05 4.607315e+05 9.930650e+05 6.943499e-16 1.694856e-09 2.202850e-05 2.588223e+05
6.600000e+01 1.455148e+04 1.670603e-05 1.158503e-14 3.526914e+05 2.023020e+05 9.711809e-05 2.440034e+05 4.540474e+05 6.943289e-16 1.690429e-09 3.992831e-05 1.322478e+05
6.700000e+01 3.461233e+03 4.234259e+01 1.844253e-14 7.286707e+04 6.205406e+04 1.092063e+03 6.117699e+04 9.979330e+04 6.943589e-16 1.694854e-09 2.945328e+02 2.703193e+04
