long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_jensenii Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Gemella g_Leptotrichia g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
0.000000e+00 1.088971e+09 2.872908e+07 9.773916e-01 3.282272e-08 1.374282e+09 9.501148e+08 1.566191e+07 2.226991e-16 2.007307e+08 1.549261e+09 1.577524e+06 1.690716e-02 3.951690e+07 6.392231e+07
1.000000e+00 1.805809e+09 6.479846e+07 1.119110e+00 3.284976e-08 1.582075e+09 1.208827e+09 1.106347e+08 2.225337e-16 1.930971e+08 1.551809e+09 9.161339e+06 1.652623e-02 4.149947e+07 6.857722e+07
2.000000e+00 1.557608e+09 4.769316e+07 8.850893e-01 3.281982e-08 1.359989e+09 9.995786e+08 9.161496e+07 2.224228e-16 1.759386e+08 1.440700e+09 1.588768e+07 9.084755e-03 4.009849e+07 5.945544e+07
3.000000e+00 1.620250e+09 4.909539e+07 3.402337e+01 3.284564e-08 1.367033e+09 9.768978e+08 1.411336e+08 2.223463e-16 1.936007e+08 1.492217e+09 2.555577e+07 8.267524e-01 4.507486e+07 6.127801e+07
4.000000e+00 1.759777e+09 5.516998e+07 2.717370e+01 3.281502e-08 1.279414e+09 1.013767e+09 1.149006e+08 2.222942e-16 1.701841e+08 1.332904e+09 3.333575e+07 3.496910e-03 4.594846e+07 5.889358e+07
5.000000e+00 1.423050e+09 4.932206e+07 9.553695e-01 3.283730e-08 1.038625e+09 8.128041e+08 9.184251e+07 2.222606e-16 1.666105e+08 1.205848e+09 3.256092e+07 1.795642e-01 4.256454e+07 5.227760e+07
6.000000e+00 1.486559e+09 6.841707e+07 1.206084e+00 3.283433e-08 9.268721e+08 7.584952e+08 7.934575e+07 2.222424e-16 1.479528e+08 1.089457e+09 4.157639e+07 1.420261e-01 4.128934e+07 4.766555e+07
7.000000e+00 1.683718e+09 8.784193e+07 1.384501e+00 3.283591e-08 9.069981e+08 7.254298e+08 6.353380e+07 2.222379e-16 1.454484e+08 1.010125e+09 5.657679e+07 3.652925e-03 3.803934e+07 4.596050e+07
8.000000e+00 1.506913e+09 1.027582e+08 1.307381e+00 3.284209e-08 8.071276e+08 6.156598e+08 8.463537e+07 2.222466e-16 1.385702e+08 8.819352e+08 6.074188e+07 4.482457e-03 3.529671e+07 3.885368e+07
9.000000e+00 1.127558e+09 8.304217e+07 9.785294e-01 3.282181e-08 5.367899e+08 4.427732e+08 6.637075e+07 2.222691e-16 1.020493e+08 6.802674e+08 5.936132e+07 3.557256e-03 2.802962e+07 3.018458e+07
1.000000e+01 9.249208e+08 6.698121e+07 6.881439e-01 3.285701e-08 4.144682e+08 3.623387e+08 8.212545e+07 2.223067e-16 9.010365e+07 5.800099e+08 5.640502e+07 1.869582e-03 2.411036e+07 2.569305e+07
1.100000e+01 8.590031e+08 6.271830e+07 4.744445e-01 3.286633e-08 3.830314e+08 3.189308e+08 1.025842e+08 2.223622e-16 8.439386e+07 5.386203e+08 5.908723e+07 9.214546e-04 2.059614e+07 2.247804e+07
1.200000e+01 5.645823e+08 3.324078e+07 4.203577e+00 3.285188e-08 2.714637e+08 2.322685e+08 9.286664e+07 2.224391e-16 6.833405e+07 4.361919e+08 4.101461e+07 1.058049e-02 1.579150e+07 1.803731e+07
1.300000e+01 3.599506e+08 1.577036e+07 3.063370e+00 3.286027e-08 1.645082e+08 1.458315e+08 7.882985e+07 2.225429e-16 4.974954e+07 3.082243e+08 1.844562e+07 1.099705e-04 1.106083e+07 1.300631e+07
1.400000e+01 2.191095e+08 7.836065e+06 3.146953e+00 3.286619e-08 1.249263e+08 1.082450e+08 7.986527e+07 2.226805e-16 4.148926e+07 2.569735e+08 1.109495e+07 1.520294e-03 8.917408e+06 1.048208e+07
1.500000e+01 1.458476e+08 3.442051e+06 4.553377e+00 3.286496e-08 6.793329e+07 7.980799e+07 2.192032e+07 2.228617e-16 2.870978e+07 1.932842e+08 4.201771e+06 2.083156e-05 6.709859e+06 8.412142e+06
1.600000e+01 1.517247e+08 3.549282e+06 7.619483e-01 3.286172e-08 8.271390e+07 7.389939e+07 2.422013e+07 2.230991e-16 2.644721e+07 1.849174e+08 1.788992e+06 2.803346e-04 6.730324e+06 6.848206e+06
1.700000e+01 6.436699e+07 1.165983e+06 1.269218e+00 3.285033e-08 3.637498e+07 3.559344e+07 2.431379e+06 2.234100e-16 1.865585e+07 1.177259e+08 2.715701e+05 1.635154e-04 3.312761e+06 4.617023e+06
