long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_jensenii Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Gemella g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
0.000000e+00 2.656948e+08 1.507594e-04 1.794988e-13 6.495424e+04 9.883018e-04 6.663783e-06 2.074079e-12 1.085550e-06 1.287069e-05 5.577263e+00 2.870332e-03 2.730846e-02 5.025387e-06
1.000000e+00 2.656945e+08 1.486912e-04 1.794989e-13 5.408551e+04 1.003620e-01 3.961321e-04 2.136592e-12 2.127831e-05 8.674409e-04 2.216301e+00 5.316326e-03 7.017681e-02 7.219251e-06
2.000000e+00 2.656950e+08 1.501546e-04 1.794990e-13 6.934775e+04 1.243072e-03 7.354198e-06 2.843449e-12 1.104895e-06 1.467013e-05 1.409705e+00 2.917379e-03 2.991222e-04 5.028122e-06
3.000000e+00 2.656946e+08 2.623259e-04 1.794992e-13 5.012746e+04 7.155727e-02 2.555929e-04 4.839536e-12 1.653182e-05 5.570055e-04 7.025902e+02 5.328629e-03 1.378220e-02 7.198593e-06
4.000000e+00 2.656945e+08 1.415223e-04 1.794995e-13 3.228657e+04 1.632136e-03 6.860278e-06 6.686757e-14 1.052350e-06 1.452105e-05 3.910229e-01 2.883189e-03 9.990286e-02 4.901147e-06
5.000000e+00 2.656951e+08 2.564481e-04 1.794999e-13 3.933262e+04 7.886175e-02 1.991998e-04 8.754259e-12 1.358607e-05 4.444488e-04 4.324064e+02 3.027528e-03 2.614005e+03 7.185014e-06
6.000000e+00 2.656944e+08 1.395846e-04 1.795004e-13 2.788881e+04 3.126271e-03 7.791441e-06 1.152210e-13 1.089022e-06 1.762632e-05 2.100509e+00 2.795107e-03 9.639116e+00 4.976727e-06
7.000000e+00 2.656949e+08 2.513742e-04 1.795009e-13 2.204481e+04 4.821912e-03 1.734350e-04 4.047297e-12 1.148737e-05 4.101344e-04 6.801178e+00 2.857460e-03 3.542471e+02 7.172535e-06
8.000000e+00 2.656951e+08 1.411709e-04 1.795016e-13 1.879512e+04 4.977595e-03 1.072436e-05 2.206718e-12 1.218851e-06 2.482908e-05 1.295400e+01 2.878851e-03 5.324993e+03 5.013823e-06
9.000000e+00 2.656945e+08 2.471673e-04 1.795024e-13 1.127554e+04 9.470239e-02 1.685626e-04 1.501842e-12 9.973774e-06 4.353350e-04 1.060233e+01 2.847783e-03 2.128312e+04 7.168268e-06
1.000000e+01 2.656950e+08 1.432267e-04 9.227785e-14 8.424607e+03 5.990031e-03 1.352288e-05 1.261106e-12 1.365512e-06 3.655257e-05 5.450881e+00 2.918544e-03 1.283502e+05 5.106846e-06
1.100000e+01 2.656943e+08 1.363905e-04 1.795036e-13 4.521725e+03 1.059873e-01 1.872889e-04 1.299146e-12 9.031368e-06 5.459640e-04 8.447678e+02 4.848891e-03 1.584898e+05 7.180282e-06
1.200000e+01 2.656949e+08 1.394602e-04 8.937849e-14 2.994244e+03 8.931411e-03 1.741765e-05 1.641478e-12 1.266389e-06 5.047107e-05 2.405127e+00 2.746980e-03 3.956262e+05 5.058485e-06
1.300000e+01 2.656945e+08 2.354183e-04 1.795039e-13 1.480939e+03 1.759180e-01 2.384532e-04 2.556484e-12 8.506891e-06 8.110969e-04 2.435998e+03 4.624334e-03 6.654951e+05 7.208727e-06
1.400000e+01 2.656950e+08 1.333837e-04 1.795039e-13 8.292308e+02 1.774433e-02 2.404368e-05 4.958126e-12 1.342989e-06 8.252921e-05 3.587856e+01 2.673504e-03 8.390299e+05 5.089915e-06
1.500000e+01 2.656948e+08 2.279672e-04 1.795040e-13 3.483494e+02 4.326109e-01 3.460670e-04 1.216360e-11 8.264647e-06 1.410259e-03 2.502151e+02 4.445516e-03 1.110538e+06 7.247596e-06
1.600000e+01 2.656948e+08 1.284426e-04 8.823070e-14 1.551627e+02 5.028677e-02 3.753585e-05 3.856824e-11 1.293972e-06 1.571317e-04 1.059931e+03 2.495520e-03 1.229979e+06 5.082712e-06
1.700000e+01 2.656942e+08 2.214242e-04 1.795037e-13 1.034398e+03 1.584528e+00 5.731254e-04 1.625548e-10 8.240213e-06 2.895115e-03 2.336569e+03 2.409550e-03 1.034391e+06 7.293259e-06
1.800000e+01 2.656950e+08 1.313679e-04 9.029227e-14 5.115511e+01 2.532811e-01 8.075434e-05 2.189304e-11 1.447098e-06 4.147514e-04 7.372776e+03 2.498680e-03 1.526222e+06 5.150089e-06
1.900000e+01 2.656941e+08 2.158946e-04 1.795025e-13 3.578802e+02 3.920136e-01 1.138270e-03 2.611391e-09 8.442904e-06 7.404677e-03 6.181433e+03 4.082214e-03 7.706208e+05 7.344508e-06
2.000000e+01 2.656947e+08 1.240574e-04 1.795017e-13 2.042879e+01 7.573833e-01 1.426453e-04 1.758631e-10 1.379168e-06 9.591268e-04 5.360143e+03 2.286209e-03 7.423238e+05 5.118325e-06
2.100000e+01 2.656949e+08 1.567267e-04 1.626800e-13 2.671775e+01 2.952509e+00 5.731281e-04 4.458518e-09 3.398841e-06 4.404769e-03 8.143183e+03 2.788905e-03 5.815203e+05 6.179343e-06
2.200000e+01 2.656949e+08 1.236508e-04 1.795003e-13 1.271077e+01 2.141788e+00 2.738433e-04 6.400499e-10 1.269965e-06 2.745848e-03 2.243075e+03 2.226010e-03 2.265097e+05 5.103425e-06
2.300000e+01 2.656948e+08 1.184405e-04 1.794997e-13 8.019656e+00 5.147511e+01 4.462805e-03 3.430717e-08 7.276658e-06 5.329886e-02 8.200422e+02 3.685531e-03 8.316826e+04 7.294999e-06
2.400000e+01 2.656950e+08 1.169666e-04 1.794992e-13 5.358710e+00 5.662535e+00 5.146571e-04 7.317208e-10 1.035547e-06 6.640899e-03 2.182053e+02 2.090648e-03 3.188120e+04 5.021658e-06
2.500000e+01 2.656949e+08 1.933655e-04 1.794988e-13 2.467215e+00 1.834574e+02 8.922951e-03 3.306223e-08 5.979387e-06 1.584092e-01 3.237329e+01 3.507246e-03 3.206716e+03 7.187829e-06
2.600000e+01 2.656948e+08 1.090088e-04 1.794985e-13 1.013754e+00 2.623300e+01 1.043864e-03 5.182051e-10 8.221772e-07 2.190090e-02 2.181514e+00 1.936979e-03 1.442820e+02 4.927086e-06
2.700000e+01 2.656945e+08 1.366422e-04 1.626777e-13 1.217602e+00 1.122321e+02 4.165707e-03 3.859205e-09 1.929001e-06 9.911310e-02 7.134193e-01 2.414269e-03 3.285623e+01 5.915202e-06
2.800000e+01 2.656945e+08 1.042708e-04 1.794981e-13 1.944090e-01 1.619867e+02 3.203817e-02 1.219013e-10 6.085369e-07 7.856113e-02 3.120072e-03 1.907893e-03 2.579338e-02 4.886877e-06
2.900000e+01 2.656943e+08 1.716919e-04 1.794980e-13 1.245699e+00 2.591329e+02 3.401107e-03 1.878276e-09 3.037131e-06 8.956490e-02 4.464983e-02 3.175411e-03 3.006888e+00 6.815658e-06
3.000000e+01 2.656942e+08 1.002694e-04 1.794980e-13 4.355646e-02 7.251063e+02 7.789095e-03 1.096828e-11 4.061060e-07 1.813176e-01 2.662401e-06 1.784410e-03 5.584752e-06 4.776719e-06
3.100000e+01 2.656943e+08 1.613604e-04 1.794980e-13 2.474207e-01 8.178393e+02 7.028401e-03 8.706678e-11 1.875872e-06 1.255075e-01 4.823458e-05 3.022163e-03 1.301861e-03 6.575246e-06
3.200000e+01 2.656945e+08 9.456248e-05 1.794982e-13 1.044956e-02 1.957775e+03 1.231034e-02 1.702460e-11 2.576214e-07 2.013274e-01 4.692208e-09 1.762825e-03 1.138830e-08 4.624672e-06
3.300000e+01 2.656942e+08 1.522694e-04 1.794985e-13 7.275149e-02 2.383819e+03 1.452673e-01 4.342626e-12 1.150173e-06 2.221356e+00 4.715730e-08 2.894337e-03 9.371350e-07 6.356109e-06
3.400000e+01 2.656951e+08 8.954416e-05 1.794989e-13 4.025078e-03 3.942652e+03 1.643962e-02 1.398323e-12 9.497696e-07 1.949440e-01 1.917739e-09 1.744409e-03 6.401308e-08 4.499188e-06
3.500000e+01 2.656944e+08 1.442757e-04 1.794993e-13 3.086637e-02 3.926882e+03 2.387679e-01 5.533466e-13 8.759817e-07 2.840515e+00 2.000444e-10 2.793561e-03 5.459924e-08 6.158794e-06
3.600000e+01 2.656948e+08 1.410975e-04 1.794999e-13 2.579771e-02 5.351028e+03 4.003342e-01 2.633858e-13 9.021765e-07 4.337162e+00 4.724706e-11 2.761673e-03 6.469154e-07 6.097185e-06
3.700000e+01 2.656945e+08 1.039484e-04 1.626798e-13 4.856298e-03 8.026027e+03 1.313339e-01 8.306566e-14 4.271896e-07 1.151445e+00 4.333304e-12 1.985305e-03 4.183886e-07 5.102744e-06
3.800000e+01 2.656946e+08 8.143435e-05 9.097291e-14 2.073243e-03 6.480387e+03 1.547102e-01 8.155700e-14 1.828809e-07 1.294292e+00 1.006797e-11 1.588044e-03 8.497020e-08 6.097316e-06
3.900000e+01 2.656943e+08 1.002806e-04 1.626805e-13 5.056522e-03 9.097559e+03 5.556894e-01 3.161528e-14 4.891939e-07 4.291451e+00 1.769775e-12 1.960375e-03 6.040311e-05 5.152414e-06
4.000000e+01 2.656946e+08 7.963043e-05 9.041040e-14 2.044344e-03 8.099156e+03 6.123588e-01 3.233030e-14 1.801880e-07 4.612082e+00 6.351738e-12 1.595193e-03 1.616772e-06 4.430618e-06
4.100000e+01 2.656943e+08 1.280398e-04 1.795010e-13 2.376983e-02 1.572908e+05 1.629225e+01 2.282143e-14 1.086157e-06 1.276983e+02 9.086952e-12 1.511554e-03 2.837389e-02 6.226511e-06
4.200000e+01 2.656946e+08 1.256897e-04 9.090870e-14 1.440619e-03 1.355330e+04 2.937487e+00 1.804338e-14 1.639274e-07 2.045350e+01 2.551168e-11 1.484452e-03 4.035289e-06 4.480679e-06
4.300000e+01 2.656940e+08 9.282653e-05 1.626790e-13 4.006296e-03 2.455607e+04 1.130639e+01 1.079590e-14 3.924954e-07 7.307728e+01 2.062470e-11 1.831537e-03 2.285460e-04 5.274114e-06
4.400000e+01 2.656946e+08 7.383104e-05 1.794989e-13 9.452846e-04 3.734906e+04 1.765561e+01 1.378660e-14 1.270784e-07 1.184686e+02 4.041814e-13 1.391877e-03 3.240901e-01 4.492261e-06
4.500000e+01 2.656940e+08 9.020196e-05 1.626774e-13 2.736300e-03 6.129582e+04 5.683678e+01 9.213266e-15 2.747976e-07 3.523607e+02 5.864595e-11 1.730155e-03 4.014571e-03 5.245696e-06
4.600000e+01 2.656942e+08 7.021648e-05 1.794972e-13 5.730461e-04 9.647836e+04 8.850971e+01 1.255441e-14 7.711306e-08 5.818153e+02 2.647639e-10 1.290487e-03 5.391346e-03 4.425187e-06
4.700000e+01 2.656945e+08 1.162514e-04 1.794965e-13 6.441955e-03 8.414475e+04 1.208429e+02 1.312423e-14 3.521290e-07 6.731779e+02 3.394798e-10 2.245241e-03 1.351838e-02 6.128699e-06
4.800000e+01 2.656942e+08 6.727351e-05 1.794959e-13 2.585874e-04 2.047837e+05 3.641428e+02 1.512501e-14 3.884002e-08 2.144049e+03 1.029704e-09 1.195555e-03 6.810367e+02 4.272761e-06
4.900000e+01 2.656947e+08 1.121617e-04 1.794954e-13 3.028632e-03 1.775764e+05 4.038281e+02 1.926255e-14 1.786134e-07 2.142989e+03 7.748449e-09 2.103332e-03 9.786455e-01 5.993162e-06
5.000000e+01 2.656946e+08 6.598456e-05 1.794950e-13 1.438226e-04 3.828156e+05 9.708203e+02 2.724868e-14 1.838449e-08 5.789139e+03 1.613655e-07 1.164419e-03 5.843030e+01 4.184776e-06
5.100000e+01 2.656949e+08 1.085940e-04 1.794946e-13 1.619545e-03 3.125184e+05 9.636856e+02 4.314942e-14 8.434458e-08 5.192131e+03 1.091972e-08 1.978836e-03 1.694284e+02 5.864474e-06
5.200000e+01 2.656950e+08 6.102632e-05 1.794944e-13 8.157785e-05 5.684656e+05 1.986964e+03 1.519738e-15 8.126552e-09 1.069791e+04 8.204882e-08 1.088128e-03 6.790817e+02 4.048755e-06
5.300000e+01 2.656950e+08 1.054377e-04 1.794943e-13 9.688773e-04 4.386181e+05 1.710544e+03 4.922770e-14 3.633802e-08 8.820891e+03 1.762126e-04 1.871176e-03 2.851985e+02 5.739098e-06
5.400000e+01 2.656952e+08 5.970998e-05 1.794943e-13 5.418446e-05 7.054341e+05 3.043429e+03 3.558878e-14 3.445563e-09 1.497364e+04 8.504262e-07 1.047131e-03 8.437972e+01 3.951243e-06
5.500000e+01 2.656948e+08 1.025795e-04 1.794943e-13 6.437871e-04 5.224077e+05 2.132510e+03 2.898284e-14 1.416485e-08 1.073990e+04 1.591164e-03 1.778889e-03 3.242699e+05 5.612872e-06
5.600000e+01 2.656951e+08 5.916358e-05 1.794945e-13 3.830896e-05 8.762883e+05 3.704551e+03 2.646095e-14 1.262755e-09 1.908130e+04 1.092803e-05 1.015559e-03 3.069623e+02 3.911446e-06
5.700000e+01 2.656947e+08 1.000791e-04 1.794947e-13 4.808242e-04 4.801746e+05 2.074832e+03 2.703053e-14 4.975809e-09 9.147558e+03 1.600962e-02 1.701883e-03 3.447198e+03 5.489648e-06
5.800000e+01 2.656948e+08 5.670184e-05 1.794951e-13 2.677741e-05 8.191678e+05 3.143818e+03 3.092197e-14 3.726026e-10 1.530262e+04 1.446483e-04 9.650311e-04 2.467749e+04 3.809583e-06
5.900000e+01 2.656949e+08 9.793334e-05 1.794955e-13 4.032960e-04 4.580692e+05 1.754745e+03 3.976461e-14 1.545474e-09 7.330647e+03 3.799993e-01 1.639191e-03 8.220261e+04 5.372582e-06
6.000000e+01 2.656947e+08 5.501338e-05 8.852185e-14 1.990784e-05 6.299488e+05 1.990203e+03 9.612766e-16 8.642820e-10 9.068519e+03 6.771496e-03 9.175752e-04 1.794872e+05 3.711745e-06
6.100000e+01 2.656946e+08 9.608345e-05 1.794961e-13 3.769059e-04 3.216301e+05 9.045521e+02 3.000037e-14 5.217090e-10 3.742944e+03 3.592008e-02 1.588912e-03 2.985053e+05 5.259822e-06
6.200000e+01 2.656950e+08 5.434709e-05 1.794961e-13 1.798944e-05 5.328816e+05 2.217699e+04 1.744510e-14 3.391986e-10 1.051277e+05 1.047001e-01 9.143292e-04 5.389245e+05 3.684819e-06
6.300000e+01 2.656944e+08 9.453597e-05 1.794963e-13 4.041429e-04 1.871371e+05 5.732877e+02 1.124404e-14 2.371427e-10 2.150032e+03 5.444389e-02 1.550812e-03 3.658155e+05 5.155126e-06
6.400000e+01 2.656949e+08 5.246990e-05 9.037124e-14 1.297513e-05 2.936357e+05 9.564961e+02 7.957039e-15 1.780663e-10 4.314291e+03 1.633290e-02 8.463904e-04 5.439387e+05 3.584760e-06
