long.t Lactobacillus_iners Lactobacillus_crispatus Lactobacillus_jensenii Lactobacillus_gasseri Gardnerella_vaginalis g_Megasphaera g_Gemella g_Parvimonas Atopobium_vaginae Prevotella_buccalis Prevotella_bivia g_Dialister g_Mobiluncus
0.000000e+00 2.233706e-04 1.407756e+07 1.639844e+06 3.923668e-15 2.384846e-04 1.466205e-05 6.733544e-12 4.184561e-08 6.720681e-06 3.833335e+01 2.105588e+00 2.077441e+02 1.210216e-05
1.000000e+00 1.289427e-04 1.407893e+07 1.943164e+06 3.860707e-15 2.385064e-04 1.466335e-05 5.673033e-11 4.184568e-08 7.441468e-06 4.063265e+01 2.105536e+00 2.083199e+02 8.651204e-06
2.000000e+00 2.235132e-04 1.407695e+07 1.437659e+06 3.930956e-15 2.387202e-04 1.468948e-05 5.006338e-11 4.184568e-08 1.560608e-05 3.728055e+01 2.105541e+00 2.033051e+02 1.219676e-05
3.000000e+00 1.290308e-04 1.407688e+07 1.192253e+06 4.140556e-15 2.384895e-04 1.465550e-05 4.946816e-11 4.184561e-08 7.216689e-06 2.965898e+01 2.105532e+00 1.945705e+02 8.570781e-06
4.000000e+00 2.245891e-04 1.407712e+07 1.442566e+06 4.513770e-15 2.387125e-04 1.468492e-05 5.467217e-11 4.184569e-08 1.560183e-05 3.196043e+01 2.105585e+00 2.049614e+02 1.233191e-05
5.000000e+00 1.298997e-04 1.407626e+07 1.214954e+06 5.098355e-15 2.384810e-04 1.465179e-05 6.762673e-11 4.184562e-08 7.135998e-06 2.645532e+01 2.105523e+00 1.936611e+02 8.660960e-06
6.000000e+00 2.265118e-04 1.407720e+07 1.322755e+06 5.977416e-15 2.387062e-04 1.468430e-05 9.383724e-11 4.184569e-08 1.559784e-05 2.265570e+02 2.105589e+00 5.079283e+02 1.248949e-05
7.000000e+00 1.319060e-04 1.407628e+07 1.093397e+06 7.292415e-15 2.384765e-04 1.465316e-05 2.090282e-11 4.184562e-08 7.106566e-06 1.997269e+01 2.105539e+00 1.838895e+02 8.803713e-06
8.000000e+00 1.688946e-04 1.407763e+07 1.102312e+06 7.634019e-15 2.385717e-04 1.466805e-05 9.979240e-11 4.184566e-08 1.043429e-05 3.074070e+01 2.105568e+00 2.219494e+02 1.052663e-05
9.000000e+00 1.367021e-04 1.407822e+07 1.127396e+06 1.179014e-14 2.384757e-04 1.465066e-05 3.228975e-11 4.184561e-08 7.365313e-06 2.200088e+01 2.105564e+00 2.034541e+02 9.016221e-06
1.000000e+01 2.295629e-04 1.407675e+07 8.609144e+05 1.573537e-14 2.386919e-04 1.467799e-05 1.883906e-10 4.184567e-08 1.558862e-05 1.342197e+02 2.105562e+00 1.919373e+02 1.261036e-05
1.100000e+01 1.370850e-04 1.407657e+07 7.339553e+05 2.217688e-14 2.384652e-04 1.464315e-05 3.125094e-11 4.184566e-08 7.246146e-06 2.062886e+01 2.105554e+00 1.942493e+02 8.997107e-06
1.200000e+01 2.308736e-04 1.407682e+07 6.909124e+05 3.318190e-14 2.386840e-04 1.467193e-05 1.556008e-10 4.184566e-08 1.558352e-05 2.020720e+01 2.105604e+00 4.591627e+02 1.259302e-05
1.300000e+01 1.391532e-04 1.407674e+07 5.714078e+05 5.033914e-15 2.384591e-04 1.463806e-05 2.327067e-11 4.184560e-08 7.279980e-06 1.813338e+01 2.105543e+00 1.806554e+02 8.872260e-06
1.400000e+01 2.331674e-04 1.407612e+07 5.189585e+05 5.136450e-14 2.386779e-04 1.466772e-05 9.655400e-11 4.184567e-08 1.557873e-05 1.176201e+02 2.105614e+00 1.967735e+02 1.260094e-05
1.500000e+01 1.416638e-04 1.407664e+07 4.650854e+05 5.351774e-14 2.384540e-04 1.463544e-05 7.484849e-11 4.184560e-08 7.290359e-06 2.071344e+01 2.105573e+00 1.896533e+02 9.039750e-06
1.600000e+01 1.454036e-04 1.407637e+07 4.266675e+05 6.002856e-14 2.386736e-04 1.466500e-05 6.507269e-11 4.184567e-08 1.557427e-05 2.367898e+01 2.105595e+00 1.943501e+02 1.263334e-05
1.700000e+01 1.439777e-04 1.407678e+07 3.375359e+05 7.261173e-14 2.384545e-04 1.463355e-05 1.122491e-11 4.184560e-08 7.383571e-06 2.447097e+01 2.105610e+00 1.924582e+02 9.263750e-06
1.800000e+01 2.353015e-04 1.407550e+07 2.852090e+05 9.500323e-14 2.386711e-04 1.466373e-05 4.709613e-11 4.184567e-08 1.557017e-05 2.393690e+01 2.105620e+00 1.866209e+02 1.271523e-05
1.900000e+01 1.431668e-04 1.407541e+07 2.307109e+05 1.266699e-14 2.384482e-04 1.463216e-05 6.813339e-12 4.184560e-08 7.261526e-06 2.508548e+01 2.105626e+00 1.883719e+02 9.104832e-06
2.000000e+01 2.351772e-04 1.407595e+07 2.177012e+05 1.166769e-13 2.386704e-04 1.466340e-05 2.449048e-11 4.184567e-08 1.556642e-05 2.289296e+01 2.105629e+00 1.833759e+02 1.284130e-05
2.100000e+01 1.440786e-04 1.407546e+07 1.598998e+05 1.098791e-13 2.384505e-04 1.463214e-05 1.698470e-11 4.184559e-08 7.358060e-06 2.125957e+01 2.105630e+00 1.778769e+02 9.230138e-06
2.200000e+01 2.360891e-04 1.407447e+07 1.281320e+05 1.126677e-13 2.386716e-04 1.466365e-05 1.296464e-11 4.184566e-08 1.556302e-05 1.909814e+01 2.105627e+00 1.758438e+02 1.299405e-05
2.300000e+01 1.454291e-04 1.407565e+07 1.133365e+05 1.258500e-13 2.384553e-04 1.463331e-05 1.085556e-11 4.184558e-08 7.301580e-06 1.718104e+01 2.105625e+00 1.704898e+02 9.405793e-06
2.400000e+01 2.380667e-04 1.407406e+07 8.016836e+04 1.534265e-13 2.386746e-04 1.466478e-05 9.949407e-12 4.184565e-08 1.555997e-05 1.439711e+01 2.105615e+00 1.680239e+02 1.318030e-05
2.500000e+01 1.461388e-04 1.407382e+07 6.026219e+04 2.048331e-13 2.384543e-04 1.463484e-05 1.549126e-12 4.184557e-08 7.258553e-06 1.138533e+01 2.105604e+00 1.580636e+02 9.513197e-06
2.600000e+01 1.810219e-04 1.407443e+07 5.427968e+04 2.092177e-13 2.385496e-04 1.464818e-05 4.854613e-12 4.184560e-08 1.041480e-05 1.240556e+01 2.105602e+00 1.697989e+02 1.121779e-05
